square,AP-00,AP-01,AP-02,AP-03,AP-04,AP-05,AP-06,AP-07,AP-08,bestMAC
s-01,-32,-19,-42,-40,-60,-56,-36,-60,-68,D8:07:B6:6E:4E:F4
s-01,-30,-28,-42,-38,-60,-56,-36,-52,-68,D8:07:B6:6E:4E:F4
s-01,-30,-20,-42,-36,-60,-56,-60,-52,-62,D8:07:B6:6E:4E:F4
s-01,-30,-20,-42,-36,-60,-56,-60,-52,-62,D8:07:B6:6E:4E:F4
s-01,-38,-19,-40,-40,-60,-60,-34,-54,-64,D8:07:B6:6E:4E:F4
s-01,-30,-19,-40,-38,-60,-60,-34,-52,-64,D8:07:B6:6E:4E:F4
s-01,-30,-19,-40,-40,-58,-60,-34,-50,-64,D8:07:B6:6E:4E:F4
s-01,-30,-19,-40,-40,-58,-60,-34,-50,-64,D8:07:B6:6E:4E:F4
s-01,-30,-19,-42,-40,-60,-54,-36,-50,-66,D8:07:B6:6E:4E:F4
s-01,-30,-19,-42,-40,-60,-56,-38,-50,-64,D8:07:B6:6E:4E:F4
s-01,-30,-19,-42,-38,-60,-60,-34,-52,-64,D8:07:B6:6E:4E:F4
s-01,-30,-56,-40,-40,-60,-60,-34,-52,-74,98:DE:D0:8F:0A:38
s-01,-30,-19,-40,-38,-60,-58,-36,-52,-74,D8:07:B6:6E:4E:F4
s-01,-34,-19,-42,-38,-60,-56,-36,-52,-64,D8:07:B6:6E:4E:F4
s-01,-30,-19,-42,-38,-60,-56,-36,-52,-64,D8:07:B6:6E:4E:F4
s-01,-30,-19,-44,-40,-60,-60,-40,-52,-64,D8:07:B6:6E:4E:F4
s-01,-30,-60,-38,-44,-60,-56,-60,-52,-66,98:DE:D0:8F:0A:38
s-01,-30,-19,-42,-38,-60,-56,-34,-52,-66,D8:07:B6:6E:4E:F4
s-01,-28,-17,-42,-40,-60,-56,-36,-52,-64,D8:07:B6:6E:4E:F4
s-01,-28,-17,-58,-40,-60,-56,-36,-52,-62,D8:07:B6:6E:4E:F4
s-01,-30,-19,-64,-40,-60,-56,-40,-52,-62,D8:07:B6:6E:4E:F4
s-01,-32,-19,-40,-40,-60,-56,-34,-54,-62,D8:07:B6:6E:4E:F4
s-01,-30,-19,-40,-40,-60,-58,-34,-54,-68,D8:07:B6:6E:4E:F4
s-01,-32,-19,-40,-38,-60,-58,-34,-50,-64,D8:07:B6:6E:4E:F4
s-01,-32,-17,-60,-38,-60,-58,-34,-50,-64,D8:07:B6:6E:4E:F4
s-01,-32,-19,-60,-38,-60,-58,-36,-50,-60,D8:07:B6:6E:4E:F4
s-01,-30,-60,-40,-38,-56,-58,-36,-50,-58,98:DE:D0:8F:0A:38
s-01,-30,-20,-40,-40,-56,-58,-34,-52,-58,D8:07:B6:6E:4E:F4
s-01,-30,-20,-40,-40,-56,-56,-34,-52,-62,D8:07:B6:6E:4E:F4
s-01,-30,-19,-72,-38,-60,-56,-34,-52,-64,D8:07:B6:6E:4E:F4
s-01,-30,-17,-40,-38,-60,-90,-34,-52,-62,D8:07:B6:6E:4E:F4
s-01,-30,-17,-40,-38,-58,-90,-36,-50,-62,D8:07:B6:6E:4E:F4
s-01,-30,-19,-40,-60,-58,-90,-36,-50,-68,D8:07:B6:6E:4E:F4
s-01,-30,-19,-40,-40,-54,-60,-32,-54,-60,D8:07:B6:6E:4E:F4
s-01,-30,-19,-40,-40,-54,-58,-36,-52,-66,D8:07:B6:6E:4E:F4
s-01,-30,-17,-40,-40,-54,-58,-34,-52,-66,D8:07:B6:6E:4E:F4
s-01,-30,-19,-42,-40,-54,-56,-34,-52,-62,D8:07:B6:6E:4E:F4
s-01,-30,-80,-40,-60,-54,-56,-42,-52,-62,98:DE:D0:8F:0A:38
s-01,-30,-60,-42,-40,-54,-54,-32,-52,-62,98:DE:D0:8F:0A:38
s-01,-32,-19,-40,-36,-62,-56,-34,-52,-64,D8:07:B6:6E:4E:F4
s-01,-30,-19,-40,-40,-56,-56,-36,-52,-60,D8:07:B6:6E:4E:F4
s-01,-32,-17,-40,-40,-56,-56,-36,-60,-76,D8:07:B6:6E:4E:F4
s-01,-30,-62,-40,-40,-56,-56,-36,-60,-58,98:DE:D0:8F:0A:38
s-01,-30,-17,-40,-40,-56,-56,-36,-60,-58,D8:07:B6:6E:4E:F4
s-01,-32,-19,-40,-40,-56,-56,-60,-60,-58,D8:07:B6:6E:4E:F4
s-01,-30,-19,-42,-36,-56,-60,-34,-52,-58,D8:07:B6:6E:4E:F4
s-01,-32,-19,-40,-36,-56,-60,-34,-76,-60,D8:07:B6:6E:4E:F4
s-01,-32,-19,-40,-36,-60,-58,-40,-52,-58,D8:07:B6:6E:4E:F4
s-01,-30,-19,-42,-36,-60,-58,-36,-54,-60,D8:07:B6:6E:4E:F4
s-01,-32,-56,-42,-40,-60,-54,-60,-52,-60,98:DE:D0:8F:0A:38
s-01,-30,-19,-60,-40,-52,-54,-34,-52,-60,D8:07:B6:6E:4E:F4
s-01,-30,-58,-60,-38,-52,-54,-34,-52,-64,98:DE:D0:8F:0A:38
s-01,-32,-19,-44,-38,-58,-54,-36,-52,-64,D8:07:B6:6E:4E:F4
s-01,-30,-64,-44,-38,-60,-60,-36,-62,-64,98:DE:D0:8F:0A:38
s-01,-30,-17,-40,-54,-60,-62,-34,-52,-66,D8:07:B6:6E:4E:F4
s-01,-30,-19,-36,-36,-68,-64,-42,-52,-66,D8:07:B6:6E:4E:F4
s-01,-30,-19,-36,-34,-68,-64,-34,-56,-66,D8:07:B6:6E:4E:F4
s-01,-34,-19,-36,-54,-56,-60,-40,-56,-66,D8:07:B6:6E:4E:F4
s-01,-28,-17,-42,-34,-56,-60,-36,-56,-62,D8:07:B6:6E:4E:F4
s-01,-32,-17,-32,-64,-52,-60,-42,-56,-66,D8:07:B6:6E:4E:F4
s-01,-34,-19,-34,-64,-60,-60,-42,-52,-62,D8:07:B6:6E:4E:F4
s-01,-42,-19,-44,-64,-54,-52,-54,-52,-60,D8:07:B6:6E:4E:F4
s-01,-40,-19,-44,-48,-54,-52,-40,-58,-62,D8:07:B6:6E:4E:F4
s-01,-42,-17,-42,-42,-52,-54,-40,-58,-64,D8:07:B6:6E:4E:F4
s-01,-42,-17,-40,-42,-52,-54,-40,-58,-64,D8:07:B6:6E:4E:F4
s-01,-40,-17,-44,-42,-52,-54,-40,-58,-62,D8:07:B6:6E:4E:F4
s-01,-40,-19,-44,-52,-52,-54,-36,-58,-58,D8:07:B6:6E:4E:F4
s-01,-38,-17,-44,-42,-52,-54,-40,-58,-58,D8:07:B6:6E:4E:F4
s-01,-40,-60,-42,-42,-52,-54,-36,-54,-62,D8:07:B6:6E:4F:8C
s-01,-36,-17,-42,-42,-52,-54,-36,-54,-62,D8:07:B6:6E:4E:F4
s-01,-38,-19,-44,-42,-52,-54,-40,-54,-62,D8:07:B6:6E:4E:F4
s-01,-38,-17,-44,-42,-52,-54,-50,-56,-62,D8:07:B6:6E:4E:F4
s-01,-38,-17,-44,-40,-52,-54,-66,-56,-60,D8:07:B6:6E:4E:F4
s-01,-42,-17,-44,-42,-52,-54,-40,-56,-60,D8:07:B6:6E:4E:F4
s-01,-42,-17,-44,-44,-58,-54,-58,-56,-60,D8:07:B6:6E:4E:F4
s-01,-42,-19,-46,-44,-50,-64,-38,-56,-62,D8:07:B6:6E:4E:F4
s-01,-40,-17,-46,-44,-50,-56,-38,-60,-62,D8:07:B6:6E:4E:F4
s-01,-40,-19,-44,-42,-50,-54,-38,-60,-60,D8:07:B6:6E:4E:F4
s-01,-40,-19,-44,-40,-56,-54,-40,-60,-60,D8:07:B6:6E:4E:F4
s-01,-40,-17,-44,-40,-56,-52,-40,-60,-60,D8:07:B6:6E:4E:F4
s-01,-40,-17,-44,-42,-56,-52,-40,-60,-60,D8:07:B6:6E:4E:F4
s-01,-42,-17,-44,-68,-54,-54,-52,-60,-60,D8:07:B6:6E:4E:F4
s-01,-38,-19,-44,-42,-52,-54,-38,-58,-60,D8:07:B6:6E:4E:F4
s-01,-38,-52,-60,-40,-52,-54,-36,-58,-60,D8:07:B6:6E:4F:8C
s-01,-38,-17,-44,-40,-54,-54,-38,-58,-60,D8:07:B6:6E:4E:F4
s-01,-38,-17,-44,-40,-54,-54,-40,-58,-62,D8:07:B6:6E:4E:F4
s-01,-42,-17,-44,-42,-54,-54,-40,-58,-62,D8:07:B6:6E:4E:F4
s-01,-42,-17,-42,-40,-54,-54,-40,-58,-62,D8:07:B6:6E:4E:F4
s-01,-42,-17,-42,-42,-54,-54,-48,-58,-62,D8:07:B6:6E:4E:F4
s-01,-42,-17,-44,-38,-54,-54,-60,-58,-62,D8:07:B6:6E:4E:F4
s-01,-40,-17,-44,-44,-54,-52,-40,-58,-62,D8:07:B6:6E:4E:F4
s-01,-40,-17,-44,-44,-56,-56,-60,-54,-56,D8:07:B6:6E:4E:F4
s-01,-38,-17,-60,-42,-54,-56,-40,-54,-64,D8:07:B6:6E:4E:F4
s-01,-38,-19,-60,-42,-68,-56,-44,-56,-62,D8:07:B6:6E:4E:F4
s-01,-42,-17,-60,-42,-54,-62,-42,-58,-64,D8:07:B6:6E:4E:F4
s-01,-60,-17,-60,-38,-54,-62,-42,-56,-64,D8:07:B6:6E:4E:F4
s-01,-38,-17,-56,-48,-54,-56,-38,-56,-60,D8:07:B6:6E:4E:F4
s-01,-44,-17,-42,-48,-72,-60,-42,-56,-60,D8:07:B6:6E:4E:F4
s-01,-40,-74,-42,-48,-72,-60,-36,-56,-60,D8:07:B6:6E:4F:8C
s-01,-42,-74,-42,-42,-72,-54,-36,-56,-62,D8:07:B6:6E:4F:8C
s-01,-40,-74,-44,-40,-72,-54,-36,-58,-62,D8:07:B6:6E:4F:8C
s-01,-42,-19,-44,-38,-48,-54,-40,-54,-62,D8:07:B6:6E:4E:F4
s-01,-40,-17,-44,-38,-48,-54,-40,-58,-62,D8:07:B6:6E:4E:F4
s-01,-36,-68,-44,-38,-52,-54,-40,-58,-62,98:DE:D0:8F:0A:38
s-01,-36,-19,-44,-42,-52,-54,-40,-58,-62,D8:07:B6:6E:4E:F4
s-01,-42,-19,-42,-42,-52,-54,-38,-58,-60,D8:07:B6:6E:4E:F4
s-01,-38,-60,-44,-42,-52,-56,-40,-54,-64,98:DE:D0:8F:0A:38
s-01,-42,-19,-44,-42,-52,-56,-40,-54,-60,D8:07:B6:6E:4E:F4
s-01,-42,-19,-46,-42,-52,-56,-40,-60,-60,D8:07:B6:6E:4E:F4
s-01,-42,-17,-44,-42,-50,-52,-50,-60,-64,D8:07:B6:6E:4E:F4
s-01,-42,-20,-56,-42,-50,-52,-50,-58,-58,D8:07:B6:6E:4E:F4
s-01,-40,-19,-44,-42,-52,-52,-40,-56,-64,D8:07:B6:6E:4E:F4
s-01,-42,-17,-42,-42,-54,-56,-42,-56,-62,D8:07:B6:6E:4E:F4
s-01,-40,-17,-42,-52,-50,-54,-36,-56,-62,D8:07:B6:6E:4E:F4
s-01,-40,-54,-44,-48,-52,-54,-38,-50,-60,D8:07:B6:6E:4F:8C
s-01,-42,-17,-44,-40,-72,-84,-52,-54,-60,D8:07:B6:6E:4E:F4
s-01,-42,-19,-44,-42,-72,-84,-40,-54,-60,D8:07:B6:6E:4E:F4
s-01,-42,-17,-44,-42,-72,-84,-38,-60,-62,D8:07:B6:6E:4E:F4
s-01,-38,-17,-44,-42,-72,-56,-40,-64,-64,D8:07:B6:6E:4E:F4
s-01,-42,-17,-42,-42,-72,-56,-40,-58,-64,D8:07:B6:6E:4E:F4
s-01,-42,-17,-44,-42,-72,-56,-40,-58,-60,D8:07:B6:6E:4E:F4
s-01,-42,-17,-46,-52,-52,-56,-42,-54,-60,D8:07:B6:6E:4E:F4
s-01,-38,-60,-44,-42,-52,-54,-40,-60,-60,98:DE:D0:8F:0A:38
s-01,-40,-54,-42,-42,-52,-54,-54,-58,-60,98:DE:D0:8F:0A:38
s-01,-42,-20,-42,-40,-52,-54,-38,-56,-60,D8:07:B6:6E:4E:F4
s-01,-38,-20,-42,-42,-52,-54,-40,-58,-60,D8:07:B6:6E:4E:F4
s-01,-42,-62,-42,-42,-52,-54,-40,-72,-60,D8:07:B6:6E:4F:8C
s-01,-48,-62,-42,-42,-52,-56,-40,-58,-64,D8:07:B6:6E:4F:8C
s-01,-38,-17,-42,-42,-54,-52,-40,-58,-62,D8:07:B6:6E:4E:F4
s-01,-40,-17,-42,-42,-56,-52,-40,-58,-62,D8:07:B6:6E:4E:F4
s-01,-42,-60,-42,-42,-56,-68,-40,-58,-58,D8:07:B6:6E:4F:8C
s-01,-42,-28,-42,-42,-52,-68,-40,-56,-56,D8:07:B6:6E:4E:F4
s-01,-40,-17,-44,-42,-52,-68,-40,-58,-58,D8:07:B6:6E:4E:F4
s-01,-40,-19,-42,-42,-54,-68,-36,-58,-60,D8:07:B6:6E:4E:F4
s-01,-40,-19,-42,-42,-54,-68,-54,-58,-58,D8:07:B6:6E:4E:F4
s-01,-40,-17,-44,-56,-54,-68,-54,-76,-68,D8:07:B6:6E:4E:F4
s-01,-42,-17,-44,-56,-52,-68,-40,-76,-68,D8:07:B6:6E:4E:F4
s-01,-40,-20,-44,-42,-52,-54,-40,-76,-58,D8:07:B6:6E:4E:F4
s-01,-44,-17,-42,-42,-52,-54,-36,-54,-62,D8:07:B6:6E:4E:F4
s-01,-42,-17,-42,-42,-52,-54,-38,-58,-62,D8:07:B6:6E:4E:F4
s-01,-42,-17,-48,-42,-52,-76,-40,-56,-62,D8:07:B6:6E:4E:F4
s-01,-42,-17,-52,-42,-66,-76,-38,-56,-62,D8:07:B6:6E:4E:F4
s-01,-38,-17,-44,-44,-66,-56,-38,-56,-64,D8:07:B6:6E:4E:F4
s-01,-42,-17,-44,-38,-52,-54,-40,-58,-62,D8:07:B6:6E:4E:F4
s-01,-42,-20,-44,-52,-52,-54,-54,-50,-64,D8:07:B6:6E:4E:F4
s-01,-38,-20,-44,-68,-64,-54,-40,-54,-62,D8:07:B6:6E:4E:F4
s-01,-36,-17,-42,-42,-52,-72,-40,-54,-62,D8:07:B6:6E:4E:F4
s-01,-36,-19,-50,-54,-52,-68,-38,-54,-62,D8:07:B6:6E:4E:F4
s-01,-42,-17,-44,-42,-52,-68,-40,-54,-62,D8:07:B6:6E:4E:F4
s-01,-38,-20,-44,-42,-52,-54,-38,-50,-66,D8:07:B6:6E:4E:F4
s-01,-42,-17,-52,-48,-52,-54,-40,-50,-64,D8:07:B6:6E:4E:F4
s-01,-42,-17,-44,-42,-52,-54,-40,-50,-62,D8:07:B6:6E:4E:F4
s-01,-42,-19,-42,-40,-52,-54,-40,-56,-62,D8:07:B6:6E:4E:F4
s-01,-42,-19,-44,-40,-54,-54,-40,-56,-56,D8:07:B6:6E:4E:F4
s-01,-42,-19,-42,-40,-60,-74,-52,-56,-60,D8:07:B6:6E:4E:F4
s-01,-44,-17,-44,-42,-60,-74,-44,-56,-60,D8:07:B6:6E:4E:F4
s-01,-38,-60,-44,-42,-54,-56,-44,-56,-60,98:DE:D0:8F:0A:38
s-01,-38,-17,-44,-38,-54,-56,-40,-56,-64,D8:07:B6:6E:4E:F4
s-01,-38,-17,-44,-38,-54,-54,-36,-54,-64,D8:07:B6:6E:4E:F4
s-01,-42,-17,-44,-42,-54,-54,-36,-54,-64,D8:07:B6:6E:4E:F4
s-01,-42,-17,-42,-52,-64,-62,-40,-54,-64,D8:07:B6:6E:4E:F4
s-01,-42,-28,-52,-50,-64,-62,-40,-54,-64,D8:07:B6:6E:4E:F4
s-01,-42,-17,-40,-42,-52,-62,-40,-60,-64,D8:07:B6:6E:4E:F4
s-01,-38,-20,-40,-42,-52,-62,-40,-58,-64,D8:07:B6:6E:4E:F4
s-01,-32,-19,-40,-40,-52,-62,-40,-54,-64,D8:07:B6:6E:4E:F4
s-01,-36,-19,-38,-42,-52,-56,-38,-54,-62,D8:07:B6:6E:4E:F4
s-01,-38,-15,-38,-42,-56,-56,-38,-54,-62,D8:07:B6:6E:4E:F4
s-01,-38,-17,-38,-42,-54,-56,-44,-54,-68,D8:07:B6:6E:4E:F4
s-01,-38,-17,-48,-42,-54,-56,-38,-54,-60,D8:07:B6:6E:4E:F4
s-01,-38,-17,-48,-44,-54,-56,-38,-54,-60,D8:07:B6:6E:4E:F4
s-01,-38,-66,-48,-44,-54,-54,-38,-54,-60,98:DE:D0:8F:0A:38
s-01,-40,-17,-40,-40,-56,-54,-38,-52,-60,D8:07:B6:6E:4E:F4
s-01,-34,-17,-40,-40,-56,-54,-38,-56,-64,D8:07:B6:6E:4E:F4
s-01,-38,-17,-40,-40,-56,-52,-40,-56,-64,D8:07:B6:6E:4E:F4
s-01,-38,-20,-40,-40,-56,-52,-40,-56,-62,D8:07:B6:6E:4E:F4
s-01,-38,-19,-40,-38,-56,-52,-38,-52,-78,D8:07:B6:6E:4E:F4
s-01,-38,-28,-40,-38,-56,-52,-38,-52,-62,D8:07:B6:6E:4E:F4
s-01,-38,-17,-40,-40,-56,-56,-60,-52,-68,D8:07:B6:6E:4E:F4
s-01,-38,-20,-40,-40,-56,-52,-40,-52,-68,D8:07:B6:6E:4E:F4
s-01,-36,-17,-42,-40,-54,-52,-40,-52,-62,D8:07:B6:6E:4E:F4
s-01,-38,-17,-42,-60,-54,-56,-40,-54,-62,D8:07:B6:6E:4E:F4
s-01,-36,-17,-42,-42,-52,-56,-40,-60,-64,D8:07:B6:6E:4E:F4
s-01,-36,-19,-42,-42,-60,-56,-40,-60,-68,D8:07:B6:6E:4E:F4
s-01,-38,-19,-38,-42,-56,-52,-42,-60,-58,D8:07:B6:6E:4E:F4
s-01,-38,-19,-48,-42,-50,-52,-38,-60,-58,D8:07:B6:6E:4E:F4
s-01,-38,-19,-48,-42,-50,-54,-60,-56,-62,D8:07:B6:6E:4E:F4
s-01,-38,-19,-42,-40,-50,-52,-40,-52,-62,D8:07:B6:6E:4E:F4
s-01,-38,-66,-42,-40,-50,-52,-38,-52,-60,98:DE:D0:8F:0A:38
s-01,-38,-19,-38,-42,-56,-60,-52,-52,-62,D8:07:B6:6E:4E:F4
s-01,-38,-17,-38,-42,-56,-60,-52,-52,-66,D8:07:B6:6E:4E:F4
