square,AP-00,AP-01,AP-02,AP-03,AP-04,AP-05,AP-06,AP-07
s-02,-48,-52,-40,-54,-48,-60,-28,-32
s-02,-46,-46,-40,-44,-60,-60,-26,-32
s-02,-46,-52,-40,-54,-48,-60,-28,-34
s-02,-48,-46,-40,-54,-48,-60,-28,-32
s-02,-48,-46,-40,-54,-48,-62,-28,-32
s-02,-48,-44,-40,-54,-52,-62,-30,-36
s-02,-46,-44,-46,-54,-48,-62,-30,-32
s-02,-46,-46,-46,-56,-48,-62,-30,-32
s-02,-48,-44,-48,-34,-34,-90,-40,-44
s-02,-48,-48,-48,-38,-36,-70,-40,-44
s-02,-46,-50,-70,-34,-36,-68,-60,-40
s-02,-46,-46,-42,-34,-34,-68,-48,-42
s-02,-48,-46,-46,-40,-34,-68,-44,-40
s-02,-46,-46,-46,-40,-90,-72,-42,-38
s-02,-40,-48,-42,-40,-36,-72,-88,-40
s-02,-46,-50,-46,-40,-34,-72,-42,-40
s-02,-48,-48,-46,-40,-34,-72,-40,-40
s-02,-48,-48,-46,-40,-36,-66,-42,-40
s-02,-46,-48,-40,-40,-36,-66,-42,-40
s-02,-48,-50,-44,-40,-36,-66,-48,-38
s-02,-46,-50,-60,-38,-36,-66,-44,-38
s-02,-46,-50,-44,-38,-34,-76,-42,-78
s-02,-46,-48,-46,-40,-36,-74,-40,-78
s-02,-46,-50,-42,-40,-34,-72,-50,-40
s-02,-46,-50,-46,-40,-36,-72,-44,-38
s-02,-46,-50,-42,-40,-34,-74,-42,-40
s-02,-48,-50,-46,-36,-36,-74,-42,-38
s-02,-78,-50,-46,-40,-36,-74,-44,-40
s-02,-60,-50,-44,-40,-34,-72,-44,-38
s-02,-46,-50,-44,-40,-34,-74,-42,-38
s-02,-48,-46,-44,-38,-36,-74,-42,-38
s-02,-46,-48,-42,-40,-34,-72,-44,-40
s-02,-46,-48,-44,-40,-34,-74,-40,-38
s-02,-48,-48,-46,-40,-34,-74,-44,-38
s-02,-48,-50,-46,-38,-36,-74,-46,-38
s-02,-48,-50,-40,-38,-36,-74,-44,-38
s-02,-48,-50,-42,-38,-34,-74,-42,-38
s-02,-48,-50,-44,-38,-74,-76,-44,-40
s-02,-46,-48,-44,-40,-34,-76,-40,-38
s-02,-46,-48,-42,-34,-36,-74,-42,-38
s-02,-46,-46,-46,-40,-36,-74,-44,-38
s-02,-42,-46,-46,-40,-36,-74,-42,-40
s-02,-46,-46,-46,-38,-36,-74,-46,-68
s-02,-46,-46,-46,-38,-36,-74,-44,-40
s-02,-46,-50,-46,-40,-34,-76,-48,-38
s-02,-46,-68,-46,-40,-36,-76,-42,-40
s-02,-46,-68,-46,-40,-34,-76,-50,-38
s-02,-46,-50,-46,-34,-36,-76,-48,-38
s-02,-46,-48,-46,-34,-36,-54,-46,-40
s-02,-46,-46,-46,-36,-38,-54,-46,-60
s-02,-46,-48,-46,-34,-36,-76,-44,-40
s-02,-46,-48,-48,-38,-36,-76,-44,-40
s-02,-46,-48,-48,-38,-36,-76,-42,-40
s-02,-46,-48,-48,-38,-36,-76,-66,-40
s-02,-48,-46,-46,-38,-74,-72,-42,-40
s-02,-46,-48,-48,-40,-36,-72,-44,-40
s-02,-46,-90,-50,-36,-36,-70,-44,-40
s-02,-46,-90,-42,-40,-36,-70,-42,-40
s-02,-46,-90,-46,-38,-34,-70,-44,-40
s-02,-46,-48,-50,-40,-34,-74,-44,-40
s-02,-46,-48,-46,-38,-36,-74,-44,-40
s-02,-46,-48,-44,-38,-34,-74,-44,-40
s-02,-46,-48,-42,-38,-72,-74,-44,-42
s-02,-48,-48,-48,-40,-36,-72,-48,-40
s-02,-48,-48,-42,-90,-36,-72,-42,-40
s-02,-46,-44,-46,-38,-72,-72,-42,-40
s-02,-48,-44,-46,-38,-36,-74,-42,-44
s-02,-48,-48,-44,-38,-36,-74,-42,-40
s-02,-48,-48,-46,-38,-36,-74,-42,-38
s-02,-48,-46,-50,-32,-36,-74,-44,-40
s-02,-48,-46,-48,-38,-36,-74,-52,-40
s-02,-48,-46,-46,-38,-36,-74,-52,-40
s-02,-46,-48,-48,-34,-38,-60,-52,-40
s-02,-46,-68,-48,-38,-34,-60,-48,-40
s-02,-48,-68,-48,-38,-60,-60,-54,-40
s-02,-48,-48,-46,-38,-36,-60,-54,-40
s-02,-46,-48,-48,-34,-70,-60,-52,-40
s-02,-46,-50,-52,-38,-36,-60,-52,-60
s-02,-46,-48,-68,-40,-38,-60,-40,-42
s-02,-46,-64,-68,-40,-36,-78,-42,-42
s-02,-44,-48,-46,-42,-36,-78,-42,-90
s-02,-48,-46,-46,-40,-36,-78,-40,-40
s-02,-44,-44,-46,-40,-70,-78,-40,-42
s-02,-44,-44,-46,-40,-34,-78,-40,-42
s-02,-36,-44,-46,-40,-36,-78,-38,-42
s-02,-36,-46,-46,-38,-36,-78,-40,-42
s-02,-36,-50,-46,-36,-36,-78,-42,-42
s-02,-44,-50,-46,-40,-36,-78,-42,-42
s-02,-46,-50,-46,-40,-36,-78,-40,-42
s-02,-44,-50,-44,-40,-38,-78,-40,-42
s-02,-46,-50,-44,-42,-34,-60,-40,-42
s-02,-46,-50,-48,-36,-38,-60,-40,-40
s-02,-46,-50,-48,-40,-36,-72,-40,-42
s-02,-46,-50,-42,-40,-36,-68,-42,-42
s-02,-44,-48,-46,-38,-34,-72,-52,-42
s-02,-44,-48,-46,-40,-36,-70,-52,-42
s-02,-46,-48,-46,-40,-36,-72,-52,-42
s-02,-68,-44,-46,-40,-36,-76,-52,-44
s-02,-46,-46,-46,-40,-36,-74,-54,-42
s-02,-46,-48,-46,-40,-90,-76,-54,-90
s-02,-44,-48,-42,-40,-36,-78,-54,-42
s-02,-46,-54,-46,-40,-34,-76,-50,-42
s-02,-44,-42,-46,-34,-34,-80,-50,-42
s-02,-44,-48,-46,-36,-36,-80,-54,-42
s-02,-44,-48,-44,-36,-36,-80,-54,-84
s-02,-46,-48,-44,-40,-36,-74,-54,-42
s-02,-46,-46,-46,-40,-36,-78,-54,-44
s-02,-46,-48,-44,-40,-36,-78,-54,-42
s-02,-46,-48,-46,-40,-36,-78,-54,-42
s-02,-46,-44,-42,-40,-36,-78,-54,-42
s-02,-44,-50,-44,-38,-36,-78,-54,-42
s-02,-44,-48,-46,-40,-36,-76,-54,-42
s-02,-44,-48,-46,-40,-36,-76,-54,-44
s-02,-48,-46,-44,-40,-36,-78,-54,-40
s-02,-44,-46,-44,-40,-34,-78,-52,-42
s-02,-46,-48,-46,-40,-36,-76,-52,-42
s-02,-46,-48,-48,-34,-36,-76,-46,-42
s-02,-46,-48,-46,-40,-36,-76,-42,-38
s-02,-46,-48,-46,-38,-34,-76,-48,-38
s-02,-46,-48,-46,-34,-36,-76,-46,-40
s-02,-46,-50,-46,-40,-34,-76,-46,-38
s-02,-48,-48,-48,-38,-34,-76,-44,-40
s-02,-46,-48,-44,-36,-36,-76,-42,-38
s-02,-44,-48,-46,-36,-36,-76,-42,-40
s-02,-46,-48,-44,-38,-36,-74,-42,-40
s-02,-46,-50,-44,-36,-38,-78,-42,-40
s-02,-48,-50,-46,-40,-36,-78,-42,-38
s-02,-40,-50,-42,-38,-36,-78,-42,-40
s-02,-48,-50,-46,-38,-34,-76,-44,-40
s-02,-46,-48,-40,-36,-38,-78,-40,-40
s-02,-44,-48,-40,-38,-36,-78,-44,-40
s-02,-44,-48,-44,-38,-36,-78,-44,-38
s-02,-48,-46,-44,-40,-36,-78,-44,-38
s-02,-46,-48,-46,-40,-40,-78,-44,-38
s-02,-46,-80,-44,-76,-36,-78,-42,-40
s-02,-46,-44,-42,-40,-36,-76,-42,-40
s-02,-46,-48,-68,-34,-38,-76,-44,-40
s-02,-48,-48,-42,-40,-36,-76,-44,-36
s-02,-46,-84,-46,-38,-36,-74,-48,-40
s-02,-46,-50,-44,-40,-36,-76,-44,-40
s-02,-46,-50,-46,-34,-34,-74,-48,-38
s-02,-46,-50,-44,-38,-36,-76,-46,-38
s-02,-46,-48,-44,-36,-36,-74,-46,-38
s-02,-48,-44,-46,-40,-36,-76,-46,-40
s-02,-46,-48,-44,-40,-36,-78,-46,-38
s-02,-48,-46,-46,-38,-36,-78,-50,-38
s-02,-46,-46,-44,-40,-36,-76,-44,-38
s-02,-48,-46,-46,-38,-36,-76,-48,-38
s-02,-46,-48,-46,-40,-36,-76,-48,-38
s-02,-48,-44,-46,-40,-36,-76,-46,-38
s-02,-46,-46,-88,-40,-36,-76,-48,-38
s-02,-46,-46,-88,-60,-36,-76,-48,-40
s-02,-46,-72,-46,-38,-40,-76,-48,-38
s-02,-48,-50,-44,-40,-36,-74,-50,-38
s-02,-46,-44,-46,-40,-36,-74,-44,-38
s-02,-46,-44,-46,-40,-36,-78,-52,-38
s-02,-46,-44,-46,-40,-36,-78,-44,-38
s-02,-46,-46,-46,-84,-36,-76,-42,-38
s-02,-46,-46,-44,-36,-36,-76,-48,-40
s-02,-46,-46,-48,-38,-36,-76,-48,-40
s-02,-46,-50,-48,-36,-34,-72,-42,-40
s-02,-46,-50,-48,-38,-36,-72,-42,-38
s-02,-46,-48,-46,-34,-36,-72,-40,-40
s-02,-46,-50,-60,-38,-34,-72,-40,-40
s-02,-48,-50,-46,-38,-34,-72,-42,-40
s-02,-48,-50,-48,-32,-34,-70,-44,-40
s-02,-46,-50,-48,-36,-36,-70,-40,-40
s-02,-46,-50,-48,-38,-36,-70,-42,-40
s-02,-46,-48,-48,-38,-36,-70,-40,-40
s-02,-46,-48,-46,-34,-76,-72,-42,-40
s-02,-46,-48,-48,-38,-36,-70,-40,-40
s-02,-46,-48,-48,-36,-36,-70,-40,-40
s-02,-46,-48,-48,-36,-36,-70,-40,-40
s-02,-46,-48,-48,-36,-36,-70,-40,-38
s-02,-46,-46,-48,-36,-36,-72,-40,-40
s-02,-46,-46,-48,-38,-34,-72,-40,-40
s-02,-46,-46,-50,-38,-70,-72,-42,-40
s-02,-46,-46,-48,-40,-36,-72,-44,-40
s-02,-48,-50,-66,-38,-36,-72,-44,-40
s-02,-48,-50,-50,-40,-34,-72,-42,-40
s-02,-48,-60,-46,-38,-34,-72,-44,-38
s-02,-46,-48,-50,-36,-36,-72,-44,-38
s-02,-46,-48,-46,-34,-46,-72,-40,-38
s-02,-48,-48,-46,-34,-36,-70,-40,-38
s-02,-46,-48,-48,-38,-36,-70,-42,-38
s-02,-48,-48,-88,-38,-34,-70,-46,-38
s-02,-46,-52,-48,-40,-36,-70,-44,-38
s-02,-46,-52,-44,-38,-36,-70,-42,-60
s-02,-44,-52,-48,-38,-36,-70,-42,-40
s-02,-44,-52,-44,-38,-34,-70,-44,-40
s-02,-44,-52,-48,-38,-32,-70,-44,-38
s-02,-74,-52,-48,-38,-72,-70,-42,-40
s-02,-74,-60,-46,-38,-36,-70,-42,-40
s-02,-44,-60,-44,-34,-32,-70,-44,-38
s-02,-44,-48,-46,-40,-72,-70,-42,-86
s-02,-46,-50,-46,-38,-38,-70,-42,-38
s-02,-46,-48,-46,-32,-36,-76,-74,-38
s-02,-44,-48,-44,-38,-38,-76,-42,-38
s-02,-44,-48,-44,-38,-36,-76,-46,-40
s-02,-44,-46,-46,-38,-34,-76,-46,-38
s-02,-46,-46,-44,-38,-36,-76,-44,-40
s-02,-46,-46,-46,-40,-36,-76,-44,-40
s-02,-46,-46,-46,-36,-36,-76,-42,-40
s-02,-46,-46,-48,-38,-36,-76,-42,-40
s-02,-44,-50,-48,-36,-34,-76,-44,-38
s-02,-36,-50,-48,-38,-34,-76,-40,-38
s-02,-44,-50,-48,-36,-36,-76,-42,-38
s-02,-44,-48,-48,-32,-36,-76,-46,-40
s-02,-48,-50,-50,-32,-36,-76,-42,-42
s-02,-46,-48,-50,-34,-34,-76,-48,-40
s-02,-46,-48,-40,-40,-36,-74,-42,-42
s-02,-46,-48,-40,-38,-34,-74,-40,-42
s-02,-46,-48,-40,-38,-36,-74,-40,-42
s-02,-48,-48,-40,-38,-34,-76,-44,-42
s-02,-46,-50,-48,-38,-36,-74,-40,-42
s-02,-46,-46,-48,-38,-36,-74,-68,-40
s-02,-46,-48,-48,-34,-36,-74,-40,-40
s-02,-46,-46,-48,-40,-36,-74,-40,-42
s-02,-46,-46,-50,-40,-34,-74,-40,-38
s-02,-48,-52,-46,-38,-38,-74,-46,-38
s-02,-48,-44,-46,-38,-34,-74,-50,-36
s-02,-48,-50,-48,-38,-36,-74,-52,-38
s-02,-80,-50,-48,-34,-72,-74,-52,-36
s-02,-80,-50,-48,-40,-36,-76,-52,-36
s-02,-48,-50,-48,-34,-36,-76,-52,-36
s-02,-48,-52,-48,-38,-36,-76,-46,-40
s-02,-46,-50,-48,-38,-36,-74,-46,-40
s-02,-46,-50,-48,-38,-36,-72,-42,-36
s-02,-48,-50,-48,-40,-34,-74,-44,-36
s-02,-46,-50,-46,-38,-36,-74,-48,-36
s-02,-46,-50,-48,-38,-34,-72,-44,-36
s-02,-46,-50,-44,-40,-36,-78,-42,-36
s-02,-44,-44,-46,-40,-36,-78,-48,-36
s-02,-44,-44,-46,-40,-36,-78,-44,-36
s-02,-42,-50,-46,-40,-36,-78,-40,-34
s-02,-42,-50,-46,-36,-38,-78,-42,-34
s-02,-46,-50,-44,-40,-40,-78,-42,-36
s-02,-46,-60,-46,-38,-36,-78,-40,-34
s-02,-44,-44,-46,-34,-36,-78,-42,-36
s-02,-46,-50,-42,-40,-36,-78,-44,-36
s-02,-46,-48,-46,-40,-36,-78,-40,-36
s-02,-46,-50,-40,-40,-34,-78,-40,-36
s-02,-44,-48,-38,-40,-36,-74,-36,-34
s-02,-46,-48,-44,-40,-36,-68,-38,-36
s-02,-42,-48,-44,-40,-36,-68,-40,-36
s-02,-46,-50,-44,-38,-36,-78,-42,-36
s-02,-46,-50,-44,-38,-36,-78,-42,-36
s-02,-46,-50,-46,-38,-36,-74,-44,-36
s-02,-46,-50,-44,-84,-38,-74,-40,-36
s-02,-46,-50,-44,-36,-36,-72,-40,-36
s-02,-46,-50,-46,-34,-36,-72,-40,-38
s-02,-46,-50,-44,-38,-36,-72,-42,-36
s-02,-46,-48,-42,-40,-36,-72,-42,-36
s-02,-46,-50,-42,-40,-36,-66,-40,-36
s-02,-46,-50,-42,-40,-36,-66,-42,-38
s-02,-44,-48,-42,-40,-36,-66,-70,-34
s-02,-44,-50,-38,-36,-36,-66,-40,-38
s-02,-44,-50,-40,-36,-36,-78,-38,-36
s-02,-46,-48,-42,-38,-36,-72,-42,-36
s-02,-44,-48,-44,-38,-36,-76,-44,-36
s-02,-44,-48,-44,-34,-38,-76,-40,-36
s-02,-44,-50,-40,-38,-36,-74,-44,-36
s-02,-46,-50,-40,-40,-36,-74,-40,-36
s-02,-46,-50,-40,-32,-36,-72,-40,-38
s-02,-48,-46,-46,-38,-32,-64,-32,-38
s-02,-44,-66,-36,-46,-34,-64,-38,-36
s-02,-38,-48,-40,-36,-40,-64,-42,-38
s-02,-40,-44,-40,-38,-42,-64,-42,-38
s-02,-38,-46,-36,-36,-42,-64,-44,-46
s-02,-38,-46,-38,-38,-36,-64,-46,-50
s-02,-38,-50,-40,-38,-38,-62,-46,-32
s-02,-38,-48,-38,-38,-40,-64,-46,-42
s-02,-38,-48,-38,-38,-40,-62,-42,-42
s-02,-40,-48,-40,-82,-40,-62,-42,-42
s-02,-38,-48,-40,-38,-40,-62,-42,-42
s-02,-38,-48,-40,-38,-68,-62,-40,-42
s-02,-38,-48,-40,-38,-40,-62,-42,-40
s-02,-38,-44,-38,-38,-40,-64,-40,-46
s-02,-38,-44,-38,-38,-42,-62,-44,-42
s-02,-38,-44,-40,-36,-40,-62,-40,-38
s-02,-42,-46,-40,-36,-40,-60,-38,-42
s-02,-40,-46,-40,-36,-36,-60,-42,-40
s-02,-40,-46,-40,-76,-40,-60,-44,-44
s-02,-40,-46,-44,-34,-40,-60,-38,-38
s-02,-36,-48,-38,-38,-40,-60,-46,-46
s-02,-40,-48,-40,-74,-72,-62,-42,-48
s-02,-38,-46,-40,-36,-80,-62,-42,-44
s-02,-36,-48,-60,-34,-40,-60,-38,-48
s-02,-40,-48,-38,-64,-40,-66,-44,-42
s-02,-40,-48,-40,-36,-40,-64,-40,-48
s-02,-40,-48,-38,-36,-40,-64,-44,-42
s-02,-34,-48,-40,-36,-60,-64,-42,-42
s-02,-40,-48,-40,-36,-40,-64,-42,-42
s-02,-36,-48,-38,-36,-42,-62,-38,-42
s-02,-38,-48,-60,-38,-40,-62,-38,-42
s-02,-38,-48,-40,-38,-90,-62,-42,-42
s-02,-40,-48,-38,-38,-42,-62,-38,-42
s-02,-38,-48,-40,-36,-42,-62,-40,-42
s-02,-38,-48,-40,-36,-40,-64,-44,-40
s-02,-38,-48,-38,-36,-40,-64,-44,-38
s-02,-60,-48,-40,-36,-36,-64,-38,-36
s-02,-38,-48,-40,-84,-40,-66,-42,-38
s-02,-38,-46,-38,-40,-42,-66,-46,-38
s-02,-38,-46,-40,-40,-42,-66,-46,-34
s-02,-38,-48,-38,-38,-38,-66,-42,-34
s-02,-38,-48,-40,-38,-42,-66,-42,-34
s-02,-38,-62,-40,-38,-42,-66,-42,-34
s-02,-40,-46,-34,-40,-44,-66,-42,-32
s-02,-40,-46,-36,-38,-44,-66,-42,-32
s-02,-38,-48,-38,-40,-44,-66,-40,-32
s-02,-38,-48,-40,-40,-72,-66,-40,-32
s-02,-38,-48,-44,-40,-72,-66,-42,-32
s-02,-38,-48,-40,-40,-44,-66,-42,-32
s-02,-38,-48,-38,-38,-44,-66,-40,-32
s-02,-40,-46,-48,-40,-42,-66,-42,-32
s-02,-38,-48,-36,-38,-38,-66,-42,-34
s-02,-38,-48,-40,-38,-38,-66,-42,-34
s-02,-38,-48,-40,-38,-84,-66,-42,-32
s-02,-40,-48,-38,-40,-38,-66,-40,-32
s-02,-36,-46,-40,-38,-44,-66,-40,-34
s-02,-36,-88,-40,-40,-44,-64,-38,-34
s-02,-36,-88,-34,-36,-80,-64,-42,-32
s-02,-36,-48,-40,-38,-80,-64,-42,-32
s-02,-36,-48,-34,-38,-38,-64,-40,-32
s-02,-38,-48,-40,-38,-44,-64,-40,-34
s-02,-40,-46,-38,-36,-42,-64,-42,-34
s-02,-36,-46,-36,-36,-36,-64,-38,-34
s-02,-36,-48,-38,-38,-40,-64,-44,-34
s-02,-40,-46,-40,-76,-40,-64,-46,-34
s-02,-40,-46,-40,-38,-40,-64,-42,-34
s-02,-38,-48,-36,-40,-40,-64,-42,-36
s-02,-38,-48,-40,-40,-40,-64,-40,-34
s-02,-38,-48,-38,-38,-40,-64,-42,-34
s-02,-38,-46,-40,-38,-40,-64,-42,-34
s-02,-40,-48,-38,-38,-40,-64,-42,-34
s-02,-40,-48,-48,-38,-40,-64,-44,-36
s-02,-38,-38,-38,-38,-40,-64,-42,-34
s-02,-38,-48,-38,-38,-42,-64,-42,-34
s-02,-38,-48,-38,-38,-40,-64,-42,-34
s-02,-38,-48,-38,-36,-42,-64,-40,-34
s-02,-38,-48,-34,-38,-40,-64,-42,-36
s-02,-38,-48,-40,-38,-36,-64,-38,-34
s-02,-36,-46,-40,-38,-40,-64,-38,-36
s-02,-38,-48,-44,-38,-36,-66,-42,-34
s-02,-38,-46,-84,-38,-38,-66,-42,-36
s-02,-38,-48,-40,-36,-36,-66,-64,-34
s-02,-38,-48,-40,-38,-36,-64,-64,-34
s-02,-40,-48,-38,-38,-40,-64,-42,-34
s-02,-36,-48,-40,-72,-40,-64,-42,-34
s-02,-40,-48,-38,-36,-40,-64,-42,-32
s-02,-36,-48,-40,-36,-40,-68,-42,-36
s-02,-36,-46,-40,-36,-40,-66,-44,-76
s-02,-40,-72,-40,-36,-42,-66,-42,-38
s-02,-40,-72,-40,-36,-42,-68,-48,-34
s-02,-38,-48,-40,-38,-42,-68,-44,-36
s-02,-38,-48,-40,-36,-40,-68,-44,-36
s-02,-38,-48,-40,-36,-36,-68,-44,-36
s-02,-38,-48,-40,-36,-36,-68,-74,-36
s-02,-40,-46,-40,-36,-42,-68,-74,-36
s-02,-38,-48,-40,-36,-44,-68,-44,-36
s-02,-38,-46,-38,-38,-44,-68,-44,-36
s-02,-36,-48,-40,-38,-42,-66,-42,-36
s-02,-38,-60,-46,-36,-36,-68,-42,-36
s-02,-38,-40,-44,-36,-40,-68,-42,-36
s-02,-38,-48,-38,-36,-42,-68,-40,-36
s-02,-38,-90,-42,-38,-40,-90,-46,-36
s-02,-40,-48,-40,-38,-42,-90,-46,-36
s-02,-38,-48,-40,-36,-40,-66,-42,-36
s-02,-38,-48,-40,-38,-42,-66,-46,-34
s-02,-38,-48,-40,-38,-42,-66,-44,-36
s-02,-40,-48,-40,-34,-40,-68,-46,-36
s-02,-40,-48,-40,-36,-42,-66,-44,-38
s-02,-40,-68,-38,-38,-42,-66,-44,-40
s-02,-38,-48,-40,-38,-36,-66,-42,-36
s-02,-38,-46,-38,-38,-42,-68,-42,-38
s-02,-38,-74,-40,-38,-42,-68,-44,-38
s-02,-38,-48,-38,-36,-42,-66,-44,-36
s-02,-40,-48,-40,-40,-76,-68,-44,-36
s-02,-40,-48,-40,-38,-40,-68,-46,-36
s-02,-40,-48,-40,-36,-42,-68,-44,-36
s-02,-40,-48,-40,-36,-40,-68,-44,-60
s-02,-40,-46,-40,-38,-38,-68,-44,-36
s-02,-38,-46,-40,-38,-38,-68,-46,-36
s-02,-40,-46,-38,-36,-38,-68,-46,-36
s-02,-38,-50,-36,-40,-36,-68,-42,-36
s-02,-40,-50,-36,-38,-40,-68,-44,-36
s-02,-38,-48,-38,-36,-40,-68,-44,-36
s-02,-40,-44,-40,-34,-40,-68,-44,-36
s-02,-38,-44,-40,-36,-42,-68,-44,-34
s-02,-42,-44,-40,-38,-38,-68,-88,-36
s-02,-38,-48,-40,-36,-34,-68,-46,-36
s-02,-38,-48,-38,-38,-40,-66,-46,-36
s-02,-34,-48,-40,-36,-38,-68,-46,-36
s-02,-38,-48,-40,-38,-40,-68,-44,-34
s-02,-38,-48,-38,-38,-40,-68,-42,-34
s-02,-38,-48,-40,-38,-40,-66,-42,-34
s-02,-40,-48,-38,-38,-40,-62,-46,-36
s-02,-38,-46,-40,-36,-40,-68,-46,-36
s-02,-36,-46,-38,-38,-40,-64,-44,-36
s-02,-38,-46,-42,-38,-40,-64,-42,-36
s-02,-38,-46,-42,-38,-40,-64,-42,-36
s-02,-40,-48,-38,-38,-40,-64,-90,-36
s-02,-40,-48,-40,-38,-42,-64,-46,-34
s-02,-38,-42,-34,-90,-40,-64,-46,-34
s-02,-40,-42,-34,-38,-38,-66,-46,-36
s-02,-38,-48,-40,-36,-38,-68,-40,-36
s-02,-38,-46,-40,-38,-42,-68,-44,-36
s-02,-38,-46,-40,-38,-42,-68,-44,-36
s-02,-40,-46,-40,-38,-40,-68,-38,-36
s-02,-38,-48,-38,-38,-40,-66,-38,-36
s-02,-38,-48,-38,-38,-40,-66,-38,-36
s-02,-38,-38,-38,-36,-36,-90,-44,-36
s-02,-38,-46,-40,-36,-42,-90,-44,-36
s-02,-38,-90,-40,-38,-42,-64,-60,-36
s-02,-38,-46,-40,-38,-40,-64,-60,-36
s-02,-40,-46,-36,-38,-36,-64,-44,-36
s-02,-38,-80,-40,-36,-72,-64,-44,-36
s-02,-40,-80,-38,-88,-40,-68,-44,-36
s-02,-40,-44,-40,-36,-42,-68,-42,-38
s-02,-40,-38,-40,-38,-40,-68,-42,-38
s-02,-38,-38,-38,-38,-40,-68,-44,-36
s-02,-38,-38,-38,-36,-42,-68,-44,-36
s-02,-38,-38,-38,-36,-40,-68,-44,-36
s-02,-38,-44,-40,-38,-40,-68,-38,-36
s-02,-38,-44,-40,-36,-40,-68,-42,-36
s-02,-36,-46,-40,-36,-42,-66,-60,-36
s-02,-38,-46,-36,-36,-40,-66,-42,-36
s-02,-38,-46,-38,-36,-40,-66,-42,-36
s-02,-40,-46,-40,-38,-40,-64,-42,-36
s-02,-38,-46,-40,-76,-40,-68,-38,-36
s-02,-40,-46,-40,-36,-42,-68,-38,-36
s-02,-40,-44,-40,-76,-42,-68,-44,-38
s-02,-40,-46,-40,-36,-40,-68,-44,-38
s-02,-38,-46,-40,-38,-36,-68,-44,-36
s-02,-40,-46,-40,-38,-40,-68,-36,-40
s-02,-36,-46,-38,-36,-40,-68,-42,-40
s-02,-38,-46,-40,-38,-42,-64,-38,-34
s-02,-40,-46,-38,-38,-40,-64,-44,-34
s-02,-40,-48,-40,-38,-40,-62,-42,-90
s-02,-38,-46,-38,-36,-40,-62,-44,-34
s-02,-38,-46,-40,-34,-42,-62,-42,-34
s-02,-38,-46,-68,-36,-42,-68,-42,-34
s-02,-46,-46,-40,-36,-42,-68,-44,-36
s-02,-40,-46,-38,-36,-74,-68,-42,-36
s-02,-38,-48,-40,-36,-42,-68,-42,-36
s-02,-38,-46,-40,-36,-42,-68,-36,-36
s-02,-38,-46,-38,-36,-76,-68,-38,-36
s-02,-38,-48,-40,-36,-44,-68,-42,-36
s-02,-40,-48,-40,-36,-44,-68,-44,-36
s-02,-40,-76,-40,-36,-76,-68,-44,-36
s-02,-40,-76,-40,-36,-42,-68,-42,-34
s-02,-40,-48,-40,-36,-42,-68,-44,-34
s-02,-36,-90,-38,-36,-40,-68,-42,-32
s-02,-40,-46,-40,-36,-40,-68,-68,-34
s-02,-40,-46,-40,-90,-42,-68,-40,-32
s-02,-40,-46,-38,-38,-42,-68,-68,-32
s-02,-38,-48,-40,-38,-40,-68,-44,-32
s-02,-38,-48,-40,-38,-42,-68,-44,-32
s-02,-38,-46,-38,-38,-36,-68,-44,-32
s-02,-36,-46,-40,-36,-40,-68,-42,-34
s-02,-36,-46,-38,-38,-36,-68,-40,-34
s-02,-38,-46,-40,-38,-40,-68,-38,-34
s-02,-40,-46,-40,-34,-40,-68,-38,-36
s-02,-38,-48,-38,-36,-40,-68,-40,-36
s-02,-38,-48,-38,-38,-40,-66,-40,-36
s-02,-36,-48,-40,-36,-40,-66,-44,-36
s-02,-38,-46,-40,-38,-40,-64,-44,-36
s-02,-38,-46,-40,-36,-40,-64,-42,-36
s-02,-38,-48,-40,-38,-40,-64,-44,-36
s-02,-40,-90,-40,-36,-40,-64,-44,-36
s-02,-38,-90,-40,-38,-40,-64,-42,-36
s-02,-38,-48,-38,-36,-76,-64,-44,-34
s-02,-38,-48,-38,-38,-40,-64,-44,-36
s-02,-38,-48,-40,-38,-40,-62,-44,-36
s-02,-38,-44,-40,-36,-36,-62,-44,-36
s-02,-36,-46,-40,-84,-40,-62,-44,-36
s-02,-38,-48,-40,-36,-40,-62,-44,-36
s-02,-40,-48,-40,-38,-40,-68,-46,-36
s-02,-40,-48,-34,-36,-40,-68,-42,-36
s-02,-38,-46,-38,-36,-40,-64,-40,-36
s-02,-74,-48,-38,-36,-36,-64,-40,-36
s-02,-74,-48,-38,-36,-40,-64,-40,-36
s-02,-36,-48,-40,-38,-40,-64,-60,-36
s-02,-36,-48,-40,-36,-40,-64,-38,-36
s-02,-40,-46,-40,-38,-40,-60,-44,-34
s-02,-36,-48,-40,-36,-40,-66,-44,-36
s-02,-36,-48,-40,-36,-34,-66,-44,-36
s-02,-36,-46,-40,-36,-40,-68,-42,-34
s-02,-40,-46,-48,-38,-40,-68,-42,-36
s-02,-40,-46,-40,-38,-40,-68,-42,-34
s-02,-38,-46,-40,-60,-40,-68,-42,-36
s-02,-38,-46,-40,-36,-40,-68,-38,-36
s-02,-38,-48,-38,-38,-40,-68,-44,-34
s-02,-38,-46,-40,-38,-38,-68,-44,-36
s-02,-88,-48,-40,-38,-38,-68,-44,-36
s-02,-38,-46,-40,-38,-40,-68,-44,-36
s-02,-36,-48,-40,-36,-40,-68,-44,-36
s-02,-38,-48,-40,-36,-38,-68,-44,-36
