square,AP-00,AP-01,AP-02,AP-03,AP-04,AP-05,AP-06,AP-07,AP-08,bestMAC
s-03,-40,-36,-32,-52,-56,-48,-46,-44,-58,D8:07:B6:6E:4F:80
s-03,-40,-40,-30,-28,-56,-48,-46,-46,-56,D8:07:B6:6E:4E:0A
s-03,-42,-40,-30,-28,-48,-56,-46,-46,-56,D8:07:B6:6E:4E:0A
s-03,-40,-40,-32,-28,-48,-46,-40,-46,-56,D8:07:B6:6E:4E:0A
s-03,-40,-76,-32,-30,-54,-56,-46,-46,-60,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-30,-54,-48,-44,-48,-58,D8:07:B6:6E:4E:0A
s-03,-40,-36,-30,-30,-54,-48,-44,-42,-58,D8:07:B6:6E:4E:0A
s-03,-40,-74,-44,-30,-54,-48,-44,-46,-56,D8:07:B6:6E:4E:0A
s-03,-70,-74,-56,-28,-54,-48,-46,-44,-56,D8:07:B6:6E:4E:0A
s-03,-70,-40,-30,-28,-54,-48,-46,-44,-56,D8:07:B6:6E:4E:0A
s-03,-42,-40,-30,-28,-54,-48,-46,-48,-56,D8:07:B6:6E:4E:0A
s-03,-42,-36,-30,-28,-54,-48,-46,-48,-56,D8:07:B6:6E:4E:0A
s-03,-42,-40,-30,-58,-54,-48,-46,-46,-58,D8:07:B6:6E:4F:80
s-03,-40,-40,-28,-28,-54,-48,-46,-46,-58,D8:07:B6:6E:4E:0A
s-03,-42,-38,-28,-28,-54,-48,-48,-46,-56,D8:07:B6:6E:4E:0A
s-03,-44,-40,-44,-28,-54,-60,-46,-46,-56,D8:07:B6:6E:4E:0A
s-03,-40,-60,-30,-28,-54,-60,-46,-48,-56,D8:07:B6:6E:4E:0A
s-03,-40,-38,-56,-28,-54,-68,-44,-74,-56,D8:07:B6:6E:4E:0A
s-03,-40,-38,-52,-30,-54,-48,-44,-46,-56,D8:07:B6:6E:4E:0A
s-03,-42,-38,-52,-30,-54,-48,-54,-44,-66,D8:07:B6:6E:4E:0A
s-03,-42,-38,-32,-26,-54,-48,-54,-48,-58,D8:07:B6:6E:4E:0A
s-03,-42,-56,-32,-28,-68,-48,-48,-44,-52,D8:07:B6:6E:4E:0A
s-03,-42,-38,-30,-30,-68,-48,-42,-44,-56,D8:07:B6:6E:4E:0A
s-03,-42,-40,-30,-30,-54,-42,-46,-44,-58,D8:07:B6:6E:4E:0A
s-03,-42,-40,-32,-32,-54,-54,-46,-44,-56,D8:07:B6:6E:4E:0A
s-03,-42,-56,-50,-30,-54,-46,-46,-44,-56,D8:07:B6:6E:4E:0A
s-03,-42,-40,-32,-48,-54,-46,-44,-44,-56,D8:07:B6:6E:4F:80
s-03,-52,-72,-32,-28,-54,-48,-44,-48,-48,D8:07:B6:6E:4E:0A
s-03,-52,-40,-30,-30,-54,-48,-44,-46,-56,D8:07:B6:6E:4E:0A
s-03,-52,-40,-30,-26,-54,-48,-44,-46,-52,D8:07:B6:6E:4E:0A
s-03,-42,-38,-32,-28,-54,-48,-44,-46,-50,D8:07:B6:6E:4E:0A
s-03,-42,-38,-32,-30,-48,-48,-44,-46,-56,D8:07:B6:6E:4E:0A
s-03,-42,-40,-30,-30,-48,-48,-44,-44,-56,D8:07:B6:6E:4E:0A
s-03,-42,-56,-50,-30,-48,-42,-44,-44,-56,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-30,-48,-48,-44,-44,-56,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-32,-48,-42,-44,-48,-56,D8:07:B6:6E:4F:80
s-03,-40,-36,-30,-32,-54,-42,-44,-60,-56,D8:07:B6:6E:4F:80
s-03,-40,-40,-30,-60,-54,-48,-44,-42,-56,D8:07:B6:6E:4F:80
s-03,-40,-38,-30,-28,-54,-48,-44,-42,-50,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-30,-56,-44,-46,-46,-56,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-30,-56,-42,-44,-48,-56,D8:07:B6:6E:4E:0A
s-03,-40,-40,-32,-70,-56,-42,-46,-48,-56,D8:07:B6:6E:4F:80
s-03,-40,-38,-30,-28,-56,-42,-46,-44,-56,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-28,-50,-42,-48,-44,-56,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-50,-50,-42,-64,-44,-50,D8:07:B6:6E:4F:80
s-03,-40,-40,-30,-30,-50,-42,-48,-42,-56,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-30,-50,-48,-48,-42,-54,D8:07:B6:6E:4E:0A
s-03,-40,-76,-32,-28,-50,-48,-46,-42,-68,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-28,-56,-48,-46,-42,-56,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-28,-56,-48,-44,-42,-48,D8:07:B6:6E:4E:0A
s-03,-40,-60,-32,-30,-56,-48,-44,-48,-56,D8:07:B6:6E:4E:0A
s-03,-40,-52,-32,-30,-56,-46,-48,-48,-56,D8:07:B6:6E:4E:0A
s-03,-40,-52,-32,-24,-48,-60,-50,-48,-54,D8:07:B6:6E:4E:0A
s-03,-40,-38,-32,-28,-48,-46,-50,-48,-56,D8:07:B6:6E:4E:0A
s-03,-40,-40,-32,-30,-60,-46,-50,-42,-56,D8:07:B6:6E:4E:0A
s-03,-40,-56,-32,-28,-56,-48,-68,-42,-56,D8:07:B6:6E:4E:0A
s-03,-40,-44,-32,-28,-56,-46,-68,-44,-58,D8:07:B6:6E:4E:0A
s-03,-40,-40,-52,-30,-56,-68,-68,-44,-58,D8:07:B6:6E:4E:0A
s-03,-40,-34,-52,-30,-56,-68,-68,-44,-60,D8:07:B6:6E:4E:0A
s-03,-40,-40,-32,-28,-56,-48,-46,-46,-60,D8:07:B6:6E:4E:0A
s-03,-40,-48,-48,-28,-56,-48,-44,-46,-52,D8:07:B6:6E:4E:0A
s-03,-40,-38,-48,-28,-56,-48,-46,-46,-52,D8:07:B6:6E:4E:0A
s-03,-40,-38,-68,-28,-56,-48,-46,-40,-60,D8:07:B6:6E:4E:0A
s-03,-40,-38,-32,-28,-56,-54,-48,-48,-60,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-30,-54,-48,-48,-48,-58,D8:07:B6:6E:4E:0A
s-03,-40,-40,-32,-28,-54,-46,-48,-46,-52,D8:07:B6:6E:4E:0A
s-03,-38,-44,-30,-50,-52,-46,-44,-46,-76,D8:07:B6:6E:4F:80
s-03,-38,-40,-30,-28,-52,-46,-44,-46,-60,D8:07:B6:6E:4E:0A
s-03,-38,-36,-32,-28,-48,-46,-40,-46,-56,D8:07:B6:6E:4E:0A
s-03,-42,-36,-32,-30,-48,-46,-40,-46,-58,D8:07:B6:6E:4E:0A
s-03,-42,-40,-78,-38,-46,-48,-40,-52,-50,D8:07:B6:6E:4E:0A
s-03,-42,-66,-30,-38,-46,-48,-40,-52,-50,D8:07:B6:6E:4F:80
s-03,-38,-40,-32,-28,-52,-48,-40,-52,-58,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-28,-52,-48,-42,-52,-58,D8:07:B6:6E:4E:0A
s-03,-40,-38,-32,-48,-44,-48,-42,-52,-58,D8:07:B6:6E:4F:80
s-03,-40,-38,-32,-28,-50,-48,-40,-52,-54,D8:07:B6:6E:4E:0A
s-03,-40,-76,-30,-28,-50,-48,-40,-52,-58,D8:07:B6:6E:4E:0A
s-03,-40,-76,-30,-68,-50,-48,-40,-52,-50,D8:07:B6:6E:4F:80
s-03,-40,-38,-32,-30,-50,-54,-40,-52,-58,D8:07:B6:6E:4E:0A
s-03,-42,-56,-30,-28,-50,-48,-42,-52,-60,D8:07:B6:6E:4E:0A
s-03,-40,-36,-30,-30,-50,-48,-42,-52,-56,D8:07:B6:6E:4E:0A
s-03,-40,-38,-32,-30,-50,-48,-40,-46,-48,D8:07:B6:6E:4E:0A
s-03,-42,-36,-32,-28,-50,-48,-40,-46,-58,D8:07:B6:6E:4E:0A
s-03,-40,-36,-32,-28,-50,-42,-42,-52,-58,D8:07:B6:6E:4E:0A
s-03,-40,-38,-32,-28,-50,-42,-40,-52,-60,D8:07:B6:6E:4E:0A
s-03,-40,-38,-32,-32,-50,-44,-40,-52,-58,D8:07:B6:6E:4E:0A
s-03,-40,-70,-32,-30,-48,-44,-40,-50,-54,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-30,-48,-44,-42,-52,-54,D8:07:B6:6E:4E:0A
s-03,-40,-38,-32,-30,-48,-44,-42,-52,-56,D8:07:B6:6E:4E:0A
s-03,-40,-38,-32,-30,-48,-44,-40,-52,-54,D8:07:B6:6E:4E:0A
s-03,-40,-40,-76,-40,-48,-44,-40,-52,-60,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-28,-48,-44,-76,-46,-56,D8:07:B6:6E:4E:0A
s-03,-40,-36,-30,-28,-48,-44,-76,-46,-52,D8:07:B6:6E:4E:0A
s-03,-40,-36,-30,-30,-48,-48,-76,-46,-52,D8:07:B6:6E:4E:0A
s-03,-40,-36,-28,-30,-46,-48,-44,-46,-52,D8:07:B6:6E:4F:80
s-03,-40,-40,-28,-28,-46,-76,-44,-46,-60,D8:07:B6:6E:4E:0A
s-03,-70,-36,-30,-28,-46,-48,-42,-74,-56,D8:07:B6:6E:4E:0A
s-03,-40,-36,-32,-34,-46,-64,-40,-50,-52,D8:07:B6:6E:4F:80
s-03,-36,-38,-32,-30,-76,-48,-40,-50,-58,D8:07:B6:6E:4E:0A
s-03,-40,-40,-50,-30,-76,-48,-48,-50,-60,D8:07:B6:6E:4E:0A
s-03,-40,-38,-32,-28,-76,-48,-48,-50,-60,D8:07:B6:6E:4E:0A
s-03,-42,-40,-30,-50,-44,-48,-48,-44,-60,D8:07:B6:6E:4F:80
s-03,-42,-38,-32,-28,-44,-48,-40,-44,-50,D8:07:B6:6E:4E:0A
s-03,-76,-42,-30,-28,-44,-76,-42,-44,-54,D8:07:B6:6E:4E:0A
s-03,-76,-42,-30,-68,-44,-76,-40,-52,-60,D8:07:B6:6E:4F:80
s-03,-76,-38,-30,-28,-50,-48,-40,-50,-56,D8:07:B6:6E:4E:0A
s-03,-38,-38,-32,-28,-50,-48,-40,-44,-56,D8:07:B6:6E:4E:0A
s-03,-42,-38,-28,-30,-44,-56,-40,-48,-52,D8:07:B6:6E:4F:80
s-03,-40,-38,-28,-28,-68,-48,-40,-48,-54,D8:07:B6:6E:4E:0A
s-03,-40,-34,-40,-30,-46,-48,-50,-48,-60,D8:07:B6:6E:4E:0A
s-03,-40,-36,-40,-28,-46,-48,-50,-48,-56,D8:07:B6:6E:4E:0A
s-03,-40,-36,-32,-30,-46,-48,-50,-44,-56,D8:07:B6:6E:4E:0A
s-03,-40,-36,-32,-30,-46,-48,-40,-44,-60,D8:07:B6:6E:4E:0A
s-03,-40,-40,-28,-30,-46,-48,-70,-60,-56,D8:07:B6:6E:4F:80
s-03,-40,-40,-30,-52,-46,-48,-42,-52,-58,D8:07:B6:6E:4F:80
s-03,-48,-52,-32,-50,-46,-48,-42,-52,-52,D8:07:B6:6E:4F:80
s-03,-48,-38,-32,-30,-50,-48,-42,-52,-56,D8:07:B6:6E:4E:0A
s-03,-40,-60,-32,-44,-48,-48,-42,-52,-56,D8:07:B6:6E:4F:80
s-03,-40,-36,-32,-30,-48,-48,-42,-52,-48,D8:07:B6:6E:4E:0A
s-03,-40,-40,-28,-30,-54,-46,-42,-52,-48,D8:07:B6:6E:4F:80
s-03,-40,-40,-30,-44,-52,-48,-44,-42,-58,D8:07:B6:6E:4F:80
s-03,-40,-38,-30,-28,-52,-48,-48,-42,-56,D8:07:B6:6E:4E:0A
s-03,-40,-76,-30,-44,-54,-48,-48,-46,-56,D8:07:B6:6E:4F:80
s-03,-40,-48,-30,-30,-52,-46,-48,-48,-58,D8:07:B6:6E:4E:0A
s-03,-40,-44,-30,-30,-52,-48,-46,-46,-58,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-28,-52,-46,-48,-50,-58,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-32,-60,-42,-48,-46,-60,D8:07:B6:6E:4F:80
s-03,-40,-42,-32,-28,-52,-42,-48,-46,-60,D8:07:B6:6E:4E:0A
s-03,-40,-56,-32,-30,-56,-42,-48,-46,-54,D8:07:B6:6E:4E:0A
s-03,-40,-38,-50,-30,-54,-42,-48,-46,-54,D8:07:B6:6E:4E:0A
s-03,-40,-36,-30,-30,-52,-48,-48,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-36,-32,-28,-52,-48,-60,-48,-62,D8:07:B6:6E:4E:0A
s-03,-40,-36,-32,-30,-52,-48,-46,-48,-64,D8:07:B6:6E:4E:0A
s-03,-40,-36,-48,-28,-50,-48,-44,-78,-62,D8:07:B6:6E:4E:0A
s-03,-40,-36,-32,-28,-50,-48,-46,-48,-62,D8:07:B6:6E:4E:0A
s-03,-40,-36,-30,-46,-50,-48,-46,-46,-62,D8:07:B6:6E:4F:80
s-03,-40,-60,-32,-30,-50,-48,-48,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-44,-50,-48,-48,-38,-62,D8:07:B6:6E:4F:80
s-03,-40,-38,-48,-60,-54,-40,-48,-38,-62,D8:07:B6:6E:4E:F4
s-03,-40,-56,-30,-50,-56,-40,-42,-46,-62,D8:07:B6:6E:4F:80
s-03,-40,-38,-30,-30,-56,-46,-46,-46,-62,D8:07:B6:6E:4E:0A
s-03,-42,-40,-30,-30,-54,-46,-44,-46,-62,D8:07:B6:6E:4E:0A
s-03,-42,-40,-30,-30,-48,-48,-44,-46,-62,D8:07:B6:6E:4E:0A
s-03,-42,-38,-30,-30,-48,-48,-44,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-40,-48,-30,-48,-48,-44,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-56,-48,-28,-52,-48,-44,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-60,-30,-28,-52,-48,-44,-46,-62,D8:07:B6:6E:4E:0A
s-03,-38,-56,-48,-28,-46,-56,-76,-48,-62,D8:07:B6:6E:4E:0A
s-03,-40,-38,-48,-28,-46,-48,-46,-48,-64,D8:07:B6:6E:4E:0A
s-03,-40,-40,-48,-28,-52,-48,-48,-48,-64,D8:07:B6:6E:4E:0A
s-03,-40,-40,-48,-30,-52,-48,-48,-76,-62,D8:07:B6:6E:4E:0A
s-03,-42,-40,-32,-28,-52,-48,-48,-48,-62,D8:07:B6:6E:4E:0A
s-03,-42,-38,-30,-26,-52,-48,-46,-48,-62,D8:07:B6:6E:4E:0A
s-03,-42,-36,-48,-28,-52,-48,-48,-46,-64,D8:07:B6:6E:4E:0A
s-03,-40,-74,-48,-48,-48,-48,-46,-72,-64,98:DE:D0:8F:0A:38
s-03,-40,-38,-60,-28,-54,-44,-46,-46,-58,D8:07:B6:6E:4E:0A
s-03,-40,-40,-68,-28,-54,-44,-48,-76,-62,D8:07:B6:6E:4E:0A
s-03,-40,-44,-32,-28,-52,-46,-48,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-30,-52,-48,-48,-48,-62,D8:07:B6:6E:4E:0A
s-03,-42,-38,-30,-30,-52,-48,-48,-48,-62,D8:07:B6:6E:4E:0A
s-03,-42,-38,-48,-28,-52,-48,-48,-48,-62,D8:07:B6:6E:4E:0A
s-03,-42,-40,-30,-28,-52,-48,-48,-48,-62,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-28,-54,-48,-48,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-38,-28,-28,-54,-44,-46,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-38,-50,-28,-54,-44,-46,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-36,-30,-50,-54,-44,-44,-46,-62,D8:07:B6:6E:4F:80
s-03,-40,-40,-32,-32,-54,-44,-44,-48,-62,D8:07:B6:6E:4E:0A
s-03,-40,-38,-32,-32,-54,-48,-44,-48,-62,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-28,-48,-48,-48,-46,-62,D8:07:B6:6E:4E:0A
s-03,-42,-38,-32,-30,-48,-56,-48,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-30,-48,-56,-48,-80,-62,D8:07:B6:6E:4E:0A
s-03,-40,-56,-30,-30,-48,-46,-46,-48,-62,D8:07:B6:6E:4E:0A
s-03,-44,-36,-30,-30,-48,-48,-46,-48,-62,D8:07:B6:6E:4E:0A
s-03,-44,-36,-52,-28,-48,-48,-46,-48,-62,D8:07:B6:6E:4E:0A
s-03,-40,-56,-30,-30,-70,-46,-48,-46,-60,D8:07:B6:6E:4E:0A
s-03,-40,-36,-32,-30,-70,-46,-46,-48,-62,D8:07:B6:6E:4E:0A
s-03,-40,-36,-60,-28,-70,-46,-48,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-38,-60,-30,-70,-48,-50,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-36,-30,-30,-52,-48,-60,-48,-62,D8:07:B6:6E:4E:0A
s-03,-42,-38,-30,-30,-52,-48,-48,-48,-62,D8:07:B6:6E:4E:0A
s-03,-42,-40,-32,-48,-54,-48,-46,-46,-58,D8:07:B6:6E:4F:80
s-03,-42,-40,-30,-30,-54,-46,-70,-46,-58,D8:07:B6:6E:4E:0A
s-03,-42,-36,-30,-28,-52,-48,-48,-46,-58,D8:07:B6:6E:4E:0A
s-03,-42,-38,-28,-28,-60,-46,-70,-46,-58,D8:07:B6:6E:4E:0A
s-03,-42,-40,-48,-30,-60,-48,-46,-72,-64,D8:07:B6:6E:4E:0A
s-03,-42,-38,-30,-30,-60,-48,-46,-48,-64,D8:07:B6:6E:4E:0A
s-03,-42,-40,-30,-28,-60,-76,-46,-48,-64,D8:07:B6:6E:4E:0A
s-03,-42,-38,-30,-30,-60,-76,-46,-46,-64,D8:07:B6:6E:4E:0A
s-03,-42,-38,-72,-44,-50,-48,-48,-48,-62,D8:07:B6:6E:4E:F4
s-03,-40,-36,-30,-50,-50,-48,-48,-76,-62,D8:07:B6:6E:4F:80
s-03,-40,-36,-30,-50,-50,-48,-48,-48,-64,D8:07:B6:6E:4F:80
s-03,-40,-40,-30,-28,-50,-48,-48,-48,-64,D8:07:B6:6E:4E:0A
s-03,-40,-38,-72,-28,-50,-46,-48,-48,-64,D8:07:B6:6E:4E:0A
s-03,-40,-38,-32,-76,-50,-44,-48,-48,-64,D8:07:B6:6E:4F:80
s-03,-42,-38,-60,-68,-48,-44,-48,-48,-64,D8:07:B6:6E:4E:F4
s-03,-38,-38,-32,-60,-48,-46,-48,-46,-64,D8:07:B6:6E:4F:80
s-03,-38,-38,-32,-60,-54,-46,-48,-48,-64,D8:07:B6:6E:4F:80
s-03,-50,-38,-30,-28,-54,-46,-50,-46,-64,D8:07:B6:6E:4E:0A
s-03,-50,-34,-32,-28,-52,-46,-48,-46,-64,D8:07:B6:6E:4E:0A
s-03,-50,-40,-32,-28,-54,-46,-48,-46,-64,D8:07:B6:6E:4E:0A
s-03,-50,-40,-32,-30,-60,-46,-50,-46,-64,D8:07:B6:6E:4E:0A
s-03,-50,-38,-44,-30,-60,-46,-48,-46,-64,D8:07:B6:6E:4E:0A
s-03,-42,-40,-44,-30,-60,-46,-60,-46,-62,D8:07:B6:6E:4E:0A
s-03,-42,-40,-32,-32,-54,-76,-50,-48,-62,D8:07:B6:6E:4E:0A
s-03,-40,-40,-32,-50,-50,-76,-48,-48,-56,D8:07:B6:6E:4F:80
s-03,-40,-38,-32,-28,-50,-46,-46,-46,-56,D8:07:B6:6E:4E:0A
s-03,-40,-56,-64,-30,-50,-46,-46,-46,-64,D8:07:B6:6E:4E:0A
s-03,-40,-40,-32,-30,-50,-42,-44,-46,-64,D8:07:B6:6E:4E:0A
s-03,-42,-42,-30,-30,-50,-42,-44,-48,-64,D8:07:B6:6E:4E:0A
s-03,-40,-42,-30,-30,-50,-46,-68,-84,-68,D8:07:B6:6E:4E:0A
s-03,-40,-56,-30,-28,-50,-46,-68,-46,-64,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-30,-48,-46,-46,-46,-66,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-32,-48,-46,-48,-46,-64,D8:07:B6:6E:4F:80
s-03,-48,-40,-32,-52,-48,-48,-48,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-40,-32,-52,-48,-48,-44,-48,-64,D8:07:B6:6E:4F:80
s-03,-40,-38,-32,-28,-48,-48,-48,-46,-64,D8:07:B6:6E:4E:0A
s-03,-40,-44,-40,-64,-48,-48,-48,-46,-64,D8:07:B6:6E:4F:80
s-03,-32,-40,-48,-28,-74,-48,-48,-76,-64,D8:07:B6:6E:4E:0A
s-03,-32,-38,-32,-28,-74,-48,-48,-48,-64,D8:07:B6:6E:4E:0A
s-03,-40,-56,-30,-48,-74,-46,-46,-48,-62,D8:07:B6:6E:4F:80
s-03,-40,-38,-30,-30,-74,-46,-46,-80,-62,D8:07:B6:6E:4E:0A
s-03,-40,-36,-32,-30,-74,-46,-48,-80,-62,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-30,-70,-48,-48,-48,-62,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-30,-54,-48,-48,-80,-66,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-30,-54,-48,-48,-76,-66,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-30,-54,-48,-48,-76,-66,D8:07:B6:6E:4E:0A
s-03,-40,-40,-32,-28,-54,-44,-50,-48,-60,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-28,-54,-48,-46,-48,-64,D8:07:B6:6E:4E:0A
s-03,-40,-40,-68,-28,-56,-44,-46,-48,-64,D8:07:B6:6E:4E:0A
s-03,-40,-40,-48,-28,-54,-46,-46,-46,-66,D8:07:B6:6E:4E:0A
s-03,-40,-40,-48,-60,-54,-48,-46,-48,-66,D8:07:B6:6E:4E:F4
s-03,-40,-40,-48,-28,-54,-46,-44,-46,-66,D8:07:B6:6E:4E:0A
s-03,-40,-60,-30,-28,-54,-48,-50,-46,-66,D8:07:B6:6E:4E:0A
s-03,-42,-38,-32,-28,-54,-48,-50,-46,-66,D8:07:B6:6E:4E:0A
s-03,-42,-38,-32,-32,-54,-48,-50,-46,-64,D8:07:B6:6E:4E:0A
s-03,-42,-38,-30,-60,-54,-60,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-42,-40,-30,-30,-56,-52,-46,-46,-62,D8:07:B6:6E:4E:0A
s-03,-42,-40,-28,-30,-56,-52,-46,-44,-58,D8:07:B6:6E:4F:80
s-03,-42,-38,-28,-28,-48,-52,-44,-48,-62,D8:07:B6:6E:4E:0A
s-03,-40,-38,-28,-28,-48,-82,-44,-76,-62,D8:07:B6:6E:4E:0A
s-03,-40,-38,-80,-60,-48,-52,-44,-46,-64,D8:07:B6:6E:4E:F4
s-03,-40,-38,-44,-44,-56,-50,-44,-46,-64,D8:07:B6:6E:4E:F4
s-03,-40,-40,-30,-28,-60,-50,-44,-68,-64,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-32,-56,-50,-44,-44,-64,D8:07:B6:6E:4F:80
s-03,-40,-40,-30,-30,-56,-50,-44,-46,-64,D8:07:B6:6E:4E:0A
s-03,-40,-40,-28,-32,-56,-50,-44,-46,-62,D8:07:B6:6E:4F:80
s-03,-72,-40,-28,-32,-56,-58,-44,-46,-62,D8:07:B6:6E:4F:80
s-03,-72,-38,-30,-48,-56,-52,-44,-46,-62,D8:07:B6:6E:4F:80
s-03,-72,-40,-26,-30,-54,-52,-44,-46,-76,D8:07:B6:6E:4F:80
s-03,-42,-40,-30,-30,-68,-52,-44,-48,-76,D8:07:B6:6E:4E:0A
s-03,-42,-38,-30,-30,-56,-56,-44,-90,-62,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-28,-56,-50,-46,-90,-64,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-28,-54,-50,-46,-46,-64,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-28,-56,-52,-46,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-28,-56,-50,-46,-48,-62,D8:07:B6:6E:4E:0A
s-03,-58,-40,-30,-28,-56,-60,-46,-48,-62,D8:07:B6:6E:4E:0A
s-03,-80,-40,-44,-68,-56,-46,-44,-50,-62,D8:07:B6:6E:4E:F4
s-03,-40,-38,-48,-28,-56,-50,-42,-50,-60,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-28,-50,-50,-42,-46,-62,D8:07:B6:6E:4E:0A
s-03,-38,-38,-50,-28,-50,-48,-42,-44,-64,D8:07:B6:6E:4E:0A
s-03,-40,-60,-32,-28,-50,-52,-42,-44,-62,D8:07:B6:6E:4E:0A
s-03,-40,-36,-48,-30,-50,-52,-42,-46,-58,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-28,-56,-56,-46,-46,-64,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-28,-56,-56,-46,-48,-60,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-28,-66,-56,-46,-70,-60,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-28,-66,-56,-46,-70,-62,D8:07:B6:6E:4E:0A
s-03,-40,-60,-42,-28,-66,-46,-46,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-38,-28,-28,-66,-46,-44,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-38,-28,-28,-66,-46,-44,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-40,-30,-30,-66,-68,-44,-48,-62,D8:07:B6:6E:4E:0A
s-03,-44,-40,-28,-28,-66,-46,-44,-48,-62,D8:07:B6:6E:4E:0A
s-03,-42,-36,-30,-44,-66,-50,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-38,-68,-30,-66,-52,-44,-46,-66,D8:07:B6:6E:4E:0A
s-03,-40,-48,-68,-30,-54,-52,-44,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-52,-68,-30,-54,-52,-44,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-36,-68,-30,-54,-52,-44,-48,-62,D8:07:B6:6E:4E:0A
s-03,-40,-36,-60,-28,-54,-52,-44,-46,-62,D8:07:B6:6E:4E:0A
s-03,-40,-52,-28,-28,-56,-52,-46,-48,-62,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-28,-56,-50,-44,-44,-64,D8:07:B6:6E:4E:0A
s-03,-40,-38,-50,-68,-56,-44,-44,-44,-64,D8:07:B6:6E:4E:F4
s-03,-40,-40,-50,-68,-56,-44,-44,-44,-64,D8:07:B6:6E:4E:F4
s-03,-40,-40,-36,-28,-56,-48,-44,-46,-64,D8:07:B6:6E:4E:0A
s-03,-40,-38,-36,-28,-56,-48,-44,-46,-64,D8:07:B6:6E:4E:0A
s-03,-40,-38,-36,-28,-56,-50,-44,-44,-64,D8:07:B6:6E:4E:0A
s-03,-76,-38,-30,-68,-56,-50,-72,-44,-64,D8:07:B6:6E:4F:80
s-03,-76,-38,-30,-44,-56,-50,-72,-44,-64,D8:07:B6:6E:4F:80
s-03,-76,-38,-30,-44,-48,-50,-72,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-38,-30,-44,-56,-50,-44,-48,-60,D8:07:B6:6E:4F:80
s-03,-40,-72,-28,-70,-56,-52,-42,-48,-60,D8:07:B6:6E:4F:80
s-03,-40,-56,-30,-28,-56,-48,-44,-60,-60,D8:07:B6:6E:4E:0A
s-03,-40,-38,-30,-28,-56,-48,-44,-60,-60,D8:07:B6:6E:4E:0A
