square,AP-00,AP-01,AP-02,AP-03,AP-04,AP-05,AP-06,AP-07,AP-08,bestMAC
s-03,-44,-30,-24,-36,-56,-60,-72,-46,-60,D8:07:B6:6E:4F:80
s-03,-44,-30,-24,-36,-56,-60,-72,-46,-62,D8:07:B6:6E:4F:80
s-03,-44,-30,-26,-36,-56,-56,-44,-76,-62,D8:07:B6:6E:4F:80
s-03,-44,-30,-26,-36,-56,-56,-44,-64,-60,D8:07:B6:6E:4F:80
s-03,-44,-30,-24,-36,-56,-58,-44,-64,-62,D8:07:B6:6E:4F:80
s-03,-44,-30,-26,-44,-56,-58,-44,-46,-62,D8:07:B6:6E:4F:80
s-03,-44,-30,-26,-44,-68,-58,-42,-46,-60,D8:07:B6:6E:4F:80
s-03,-38,-30,-24,-36,-58,-58,-42,-46,-60,D8:07:B6:6E:4F:80
s-03,-38,-32,-26,-36,-58,-58,-42,-42,-64,D8:07:B6:6E:4F:80
s-03,-38,-30,-52,-36,-58,-58,-44,-42,-62,D8:07:B6:6E:4E:F4
s-03,-40,-30,-26,-36,-58,-58,-44,-42,-64,D8:07:B6:6E:4F:80
s-03,-40,-32,-24,-36,-76,-58,-42,-42,-60,D8:07:B6:6E:4F:80
s-03,-42,-32,-64,-62,-56,-58,-42,-42,-60,D8:07:B6:6E:4E:F4
s-03,-42,-32,-26,-62,-56,-58,-42,-42,-62,D8:07:B6:6E:4F:80
s-03,-42,-32,-26,-36,-56,-58,-42,-42,-64,D8:07:B6:6E:4F:80
s-03,-72,-32,-28,-60,-56,-72,-42,-44,-62,D8:07:B6:6E:4F:80
s-03,-72,-30,-26,-60,-56,-72,-44,-54,-60,D8:07:B6:6E:4F:80
s-03,-72,-30,-26,-60,-56,-72,-44,-54,-62,D8:07:B6:6E:4F:80
s-03,-72,-30,-26,-36,-58,-72,-44,-54,-62,D8:07:B6:6E:4F:80
s-03,-72,-32,-24,-36,-58,-72,-44,-54,-72,D8:07:B6:6E:4F:80
s-03,-72,-32,-26,-36,-56,-72,-42,-54,-60,D8:07:B6:6E:4F:80
s-03,-72,-32,-26,-36,-56,-72,-42,-46,-62,D8:07:B6:6E:4F:80
s-03,-72,-38,-24,-36,-54,-72,-56,-40,-64,D8:07:B6:6E:4F:80
s-03,-38,-30,-26,-30,-56,-72,-56,-40,-68,D8:07:B6:6E:4F:80
s-03,-40,-32,-26,-36,-56,-72,-42,-40,-62,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-56,-72,-42,-40,-60,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-36,-56,-72,-42,-40,-60,D8:07:B6:6E:4F:80
s-03,-40,-32,-26,-36,-60,-72,-42,-40,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-30,-56,-64,-42,-44,-60,D8:07:B6:6E:4F:80
s-03,-38,-30,-26,-36,-56,-64,-44,-44,-60,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-44,-56,-64,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-56,-64,-42,-44,-60,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-58,-64,-44,-48,-60,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-56,-64,-44,-44,-60,D8:07:B6:6E:4F:80
s-03,-60,-32,-26,-36,-60,-64,-44,-70,-60,D8:07:B6:6E:4F:80
s-03,-60,-32,-28,-36,-60,-64,-44,-70,-60,D8:07:B6:6E:4F:80
s-03,-60,-32,-24,-36,-56,-64,-42,-46,-60,D8:07:B6:6E:4F:80
s-03,-60,-32,-24,-36,-56,-64,-44,-60,-62,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-44,-56,-56,-44,-44,-60,D8:07:B6:6E:4F:80
s-03,-40,-60,-24,-44,-68,-56,-44,-54,-60,D8:07:B6:6E:4F:80
s-03,-40,-60,-24,-44,-68,-56,-44,-54,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-28,-34,-56,-66,-42,-54,-62,D8:07:B6:6E:4F:80
s-03,-42,-32,-24,-36,-56,-66,-42,-54,-58,D8:07:B6:6E:4F:80
s-03,-42,-32,-28,-36,-58,-66,-42,-54,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-56,-66,-44,-54,-60,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-36,-58,-66,-44,-48,-58,D8:07:B6:6E:4F:80
s-03,-40,-32,-24,-36,-68,-66,-44,-48,-60,D8:07:B6:6E:4F:80
s-03,-40,-30,-28,-36,-54,-66,-44,-48,-60,D8:07:B6:6E:4F:80
s-03,-38,-32,-26,-36,-54,-66,-44,-46,-62,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-36,-54,-56,-42,-60,-62,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-56,-56,-42,-46,-62,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-56,-56,-42,-42,-62,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-56,-42,-46,-58,D8:07:B6:6E:4F:80
s-03,-40,-30,-28,-36,-54,-56,-42,-44,-64,D8:07:B6:6E:4F:80
s-03,-40,-32,-24,-36,-56,-56,-42,-42,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-28,-52,-56,-56,-42,-42,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-28,-52,-56,-56,-44,-42,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-54,-56,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-62,-24,-36,-56,-60,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-60,-60,-44,-58,-60,-42,-46,-60,98:DE:D0:8F:0A:38
s-03,-44,-60,-60,-44,-58,-60,-44,-46,-60,D8:07:B6:6E:4E:0A
s-03,-42,-32,-26,-40,-56,-58,-44,-44,-78,D8:07:B6:6E:4F:80
s-03,-42,-32,-24,-30,-60,-58,-44,-44,-62,D8:07:B6:6E:4F:80
s-03,-42,-32,-26,-38,-68,-58,-44,-62,-64,D8:07:B6:6E:4F:80
s-03,-38,-32,-24,-36,-56,-58,-42,-62,-64,D8:07:B6:6E:4F:80
s-03,-38,-32,-24,-36,-56,-58,-44,-62,-62,D8:07:B6:6E:4F:80
s-03,-38,-32,-24,-36,-56,-58,-44,-62,-64,D8:07:B6:6E:4F:80
s-03,-38,-32,-24,-36,-56,-58,-44,-62,-64,D8:07:B6:6E:4F:80
s-03,-38,-30,-24,-36,-56,-62,-44,-62,-62,D8:07:B6:6E:4F:80
s-03,-38,-30,-24,-40,-56,-62,-44,-62,-62,D8:07:B6:6E:4F:80
s-03,-40,-28,-24,-36,-58,-62,-44,-62,-60,D8:07:B6:6E:4F:80
s-03,-40,-30,-28,-36,-56,-62,-44,-62,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-34,-56,-62,-44,-62,-64,D8:07:B6:6E:4F:80
s-03,-40,-60,-28,-36,-58,-62,-42,-46,-66,D8:07:B6:6E:4F:80
s-03,-40,-60,-24,-36,-60,-62,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-60,-24,-36,-60,-62,-44,-68,-64,D8:07:B6:6E:4F:80
s-03,-40,-32,-24,-36,-56,-62,-42,-60,-66,D8:07:B6:6E:4F:80
s-03,-40,-32,-24,-36,-56,-62,-42,-60,-66,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-68,-62,-42,-60,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-36,-56,-62,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-28,-36,-54,-62,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-60,-58,-62,-42,-46,-66,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-56,-62,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-42,-28,-24,-44,-60,-62,-44,-44,-64,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-38,-60,-62,-42,-46,-68,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-38,-56,-62,-42,-44,-68,D8:07:B6:6E:4F:80
s-03,-40,-60,-24,-38,-56,-62,-42,-48,-64,D8:07:B6:6E:4F:80
s-03,-40,-60,-24,-36,-54,-62,-42,-48,-66,D8:07:B6:6E:4F:80
s-03,-40,-60,-28,-36,-56,-62,-44,-60,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-38,-56,-62,-42,-60,-68,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-68,-56,-62,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-68,-56,-62,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-68,-60,-62,-42,-44,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-22,-68,-56,-62,-42,-44,-68,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-60,-62,-44,-46,-68,D8:07:B6:6E:4F:80
s-03,-40,-30,-28,-36,-56,-62,-44,-46,-68,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-56,-62,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-32,-36,-56,-62,-44,-46,-64,D8:07:B6:6E:4E:F4
s-03,-42,-30,-32,-36,-56,-62,-44,-46,-66,D8:07:B6:6E:4E:F4
s-03,-40,-30,-32,-36,-56,-62,-44,-46,-66,D8:07:B6:6E:4E:F4
s-03,-40,-30,-26,-36,-60,-62,-42,-46,-68,D8:07:B6:6E:4F:80
s-03,-40,-32,-26,-38,-56,-56,-44,-48,-64,D8:07:B6:6E:4F:80
s-03,-42,-30,-30,-38,-60,-56,-44,-48,-62,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-38,-56,-56,-44,-48,-66,D8:07:B6:6E:4F:80
s-03,-40,-30,-62,-38,-56,-56,-44,-48,-64,D8:07:B6:6E:4E:F4
s-03,-40,-30,-24,-38,-56,-56,-44,-48,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-36,-56,-56,-44,-48,-64,D8:07:B6:6E:4F:80
s-03,-40,-66,-70,-36,-56,-56,-44,-44,-64,D8:07:B6:6E:4E:0A
s-03,-40,-32,-28,-36,-56,-56,-44,-44,-68,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-36,-58,-56,-44,-64,-68,D8:07:B6:6E:4F:80
s-03,-40,-32,-24,-36,-54,-52,-42,-44,-64,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-56,-52,-44,-44,-66,D8:07:B6:6E:4F:80
s-03,-42,-60,-24,-36,-60,-52,-44,-58,-66,D8:07:B6:6E:4F:80
s-03,-40,-64,-26,-36,-60,-52,-42,-58,-64,D8:07:B6:6E:4F:80
s-03,-40,-32,-24,-36,-58,-52,-42,-60,-66,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-64,-52,-44,-60,-66,D8:07:B6:6E:4F:80
s-03,-40,-30,-28,-36,-56,-52,-44,-60,-66,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-54,-52,-44,-60,-66,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-44,-56,-52,-60,-44,-66,D8:07:B6:6E:4F:80
s-03,-40,-32,-24,-44,-56,-52,-40,-44,-66,D8:07:B6:6E:4F:80
s-03,-40,-32,-24,-36,-68,-52,-40,-44,-66,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-54,-52,-40,-44,-66,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-66,-52,-40,-44,-66,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-68,-52,-40,-44,-66,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-60,-52,-42,-44,-58,D8:07:B6:6E:4F:80
s-03,-40,-32,-24,-36,-56,-60,-42,-48,-58,D8:07:B6:6E:4F:80
s-03,-40,-48,-24,-36,-64,-60,-44,-48,-58,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-36,-64,-60,-44,-48,-58,D8:07:B6:6E:4F:80
s-03,-40,-30,-28,-30,-72,-60,-44,-48,-58,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-54,-60,-44,-48,-58,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-60,-60,-44,-48,-58,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-56,-60,-44,-48,-60,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-34,-56,-60,-44,-48,-60,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-60,-60,-44,-46,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-60,-60,-44,-46,-62,D8:07:B6:6E:4F:80
s-03,-42,-32,-24,-36,-76,-60,-44,-46,-62,D8:07:B6:6E:4F:80
s-03,-42,-60,-24,-36,-56,-60,-44,-46,-60,D8:07:B6:6E:4F:80
s-03,-42,-70,-74,-34,-56,-60,-60,-46,-60,D8:07:B6:6E:4E:0A
s-03,-42,-30,-26,-36,-68,-60,-60,-46,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-68,-60,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-62,-60,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-60,-44,-46,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-60,-44,-46,-60,D8:07:B6:6E:4F:80
s-03,-42,-32,-24,-36,-56,-60,-44,-46,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-56,-60,-42,-46,-58,D8:07:B6:6E:4F:80
s-03,-42,-60,-26,-36,-54,-60,-44,-46,-58,D8:07:B6:6E:4F:80
s-03,-42,-60,-26,-36,-56,-60,-44,-46,-58,D8:07:B6:6E:4F:80
s-03,-48,-30,-26,-38,-56,-72,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-48,-30,-24,-38,-56,-72,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-48,-32,-24,-36,-56,-72,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-48,-30,-24,-36,-54,-72,-42,-48,-64,D8:07:B6:6E:4F:80
s-03,-48,-30,-26,-36,-56,-72,-44,-48,-64,D8:07:B6:6E:4F:80
s-03,-48,-30,-24,-36,-56,-72,-42,-64,-64,D8:07:B6:6E:4F:80
s-03,-48,-30,-26,-36,-56,-72,-42,-48,-64,D8:07:B6:6E:4F:80
s-03,-38,-30,-44,-36,-56,-72,-42,-46,-64,D8:07:B6:6E:4E:F4
s-03,-38,-30,-26,-36,-56,-72,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-42,-36,-28,-36,-60,-58,-44,-64,-64,D8:07:B6:6E:4F:80
s-03,-42,-30,-36,-36,-60,-58,-44,-64,-64,D8:07:B6:6E:4E:F4
s-03,-42,-32,-26,-36,-58,-58,-44,-64,-62,D8:07:B6:6E:4F:80
s-03,-40,-32,-26,-46,-58,-58,-44,-64,-62,D8:07:B6:6E:4F:80
s-03,-42,-30,-52,-46,-56,-58,-44,-64,-64,D8:07:B6:6E:4E:F4
s-03,-42,-32,-24,-36,-56,-58,-44,-64,-64,D8:07:B6:6E:4F:80
