square,AP-00,AP-01,AP-02,AP-03,AP-04,AP-05,AP-06,AP-07,AP-08,bestMAC
s-03,-42,-32,-26,-36,-60,-58,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-58,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-42,-32,-28,-36,-56,-58,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-42,-32,-24,-36,-56,-58,-44,-46,-66,D8:07:B6:6E:4F:80
s-03,-42,-32,-28,-38,-56,-58,-44,-46,-66,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-56,-58,-44,-46,-66,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-54,-58,-44,-46,-66,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-48,-56,-58,-44,-60,-66,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-38,-70,-58,-44,-60,-66,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-60,-60,-58,-44,-60,-66,D8:07:B6:6E:4F:80
s-03,-44,-30,-24,-52,-58,-58,-44,-60,-66,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-72,-54,-58,-44,-60,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-28,-36,-56,-58,-44,-60,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-58,-44,-60,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-58,-44,-60,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-56,-58,-42,-60,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-32,-36,-56,-58,-44,-60,-60,D8:07:B6:6E:4E:F4
s-03,-42,-30,-24,-36,-56,-58,-42,-60,-60,D8:07:B6:6E:4F:80
s-03,-42,-68,-28,-36,-52,-58,-40,-60,-60,D8:07:B6:6E:4F:80
s-03,-40,-32,-26,-36,-52,-58,-40,-46,-60,D8:07:B6:6E:4F:80
s-03,-40,-32,-26,-36,-52,-58,-44,-46,-60,D8:07:B6:6E:4F:80
s-03,-60,-32,-24,-36,-52,-58,-42,-46,-60,D8:07:B6:6E:4F:80
s-03,-60,-32,-26,-36,-52,-58,-42,-46,-60,D8:07:B6:6E:4F:80
s-03,-60,-30,-26,-36,-54,-58,-42,-46,-60,D8:07:B6:6E:4F:80
s-03,-40,-28,-26,-36,-56,-58,-44,-60,-62,D8:07:B6:6E:4F:80
s-03,-40,-28,-26,-36,-56,-58,-44,-46,-62,D8:07:B6:6E:4F:80
s-03,-42,-28,-24,-36,-56,-58,-42,-46,-62,D8:07:B6:6E:4F:80
s-03,-42,-32,-26,-36,-56,-58,-42,-46,-56,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-56,-58,-60,-48,-60,D8:07:B6:6E:4F:80
s-03,-42,-32,-26,-36,-54,-58,-44,-44,-54,D8:07:B6:6E:4F:80
s-03,-40,-60,-26,-36,-56,-60,-44,-44,-54,D8:07:B6:6E:4F:80
s-03,-42,-60,-28,-36,-56,-60,-42,-44,-54,D8:07:B6:6E:4F:80
s-03,-40,-30,-28,-34,-54,-60,-44,-44,-54,D8:07:B6:6E:4F:80
s-03,-40,-32,-28,-34,-56,-60,-42,-46,-54,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-34,-56,-60,-40,-48,-54,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-34,-56,-60,-42,-46,-54,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-34,-56,-60,-42,-46,-54,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-54,-60,-42,-46,-62,D8:07:B6:6E:4F:80
s-03,-40,-30,-28,-30,-56,-60,-42,-46,-62,D8:07:B6:6E:4F:80
s-03,-40,-30,-28,-36,-56,-60,-44,-46,-62,D8:07:B6:6E:4F:80
s-03,-42,-32,-26,-36,-56,-60,-42,-46,-62,D8:07:B6:6E:4F:80
s-03,-38,-30,-26,-68,-62,-58,-42,-42,-66,D8:07:B6:6E:4F:80
s-03,-38,-30,-24,-36,-56,-58,-44,-44,-64,D8:07:B6:6E:4F:80
s-03,-38,-30,-36,-36,-60,-58,-44,-76,-62,D8:07:B6:6E:4E:F4
s-03,-38,-32,-24,-36,-60,-58,-44,-48,-64,D8:07:B6:6E:4F:80
s-03,-38,-30,-28,-38,-54,-58,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-38,-30,-24,-38,-54,-58,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-38,-32,-24,-50,-56,-58,-44,-48,-64,D8:07:B6:6E:4F:80
s-03,-38,-32,-26,-36,-56,-58,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-38,-30,-26,-36,-56,-58,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-38,-30,-26,-70,-56,-58,-60,-46,-64,D8:07:B6:6E:4F:80
s-03,-38,-30,-56,-70,-54,-58,-44,-46,-64,D8:07:B6:6E:4E:F4
s-03,-38,-30,-26,-36,-54,-58,-44,-46,-56,D8:07:B6:6E:4F:80
s-03,-38,-32,-28,-68,-56,-58,-44,-70,-66,D8:07:B6:6E:4F:80
s-03,-38,-32,-28,-36,-56,-58,-44,-52,-68,D8:07:B6:6E:4F:80
s-03,-38,-32,-28,-36,-56,-58,-44,-60,-66,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-38,-54,-56,-44,-44,-60,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-38,-56,-56,-44,-46,-60,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-36,-56,-60,-44,-46,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-56,-60,-42,-64,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-62,-36,-56,-60,-44,-64,-60,D8:07:B6:6E:4E:F4
s-03,-42,-30,-24,-36,-56,-60,-44,-64,-60,D8:07:B6:6E:4F:80
s-03,-42,-54,-24,-36,-56,-58,-44,-48,-70,D8:07:B6:6E:4F:80
s-03,-42,-54,-26,-36,-54,-56,-44,-46,-70,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-56,-42,-46,-70,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-56,-56,-42,-46,-70,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-66,-58,-42,-48,-70,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-64,-58,-42,-48,-58,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-72,-58,-42,-46,-58,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-58,-58,-44,-46,-58,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-70,-44,-46,-58,D8:07:B6:6E:4F:80
s-03,-42,-32,-24,-36,-54,-70,-42,-42,-58,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-60,-70,-42,-42,-58,D8:07:B6:6E:4F:80
s-03,-38,-30,-24,-36,-60,-70,-44,-46,-58,D8:07:B6:6E:4F:80
s-03,-38,-62,-26,-36,-58,-70,-44,-48,-70,D8:07:B6:6E:4F:80
s-03,-42,-62,-26,-36,-56,-70,-44,-46,-70,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-56,-70,-44,-48,-70,D8:07:B6:6E:4F:80
s-03,-42,-30,-28,-36,-56,-70,-44,-60,-70,D8:07:B6:6E:4F:80
s-03,-42,-32,-24,-36,-56,-70,-44,-60,-70,D8:07:B6:6E:4F:80
s-03,-40,-32,-24,-36,-68,-70,-44,-48,-70,D8:07:B6:6E:4F:80
s-03,-40,-32,-24,-36,-56,-70,-44,-46,-62,D8:07:B6:6E:4F:80
s-03,-40,-32,-24,-36,-56,-70,-42,-46,-62,D8:07:B6:6E:4F:80
s-03,-40,-60,-26,-36,-56,-70,-42,-46,-62,D8:07:B6:6E:4F:80
s-03,-40,-60,-26,-36,-60,-70,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-60,-26,-36,-56,-70,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-60,-26,-36,-56,-70,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-60,-26,-36,-56,-70,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-60,-26,-36,-54,-70,-42,-44,-64,D8:07:B6:6E:4F:80
s-03,-40,-60,-26,-36,-56,-70,-42,-44,-64,D8:07:B6:6E:4F:80
s-03,-40,-52,-26,-34,-56,-58,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-34,-56,-58,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-34,-68,-58,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-28,-34,-68,-58,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-32,-28,-34,-68,-58,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-52,-26,-34,-68,-58,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-52,-24,-34,-56,-58,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-34,-56,-58,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-34,-58,-58,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-38,-30,-26,-36,-56,-58,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-38,-30,-26,-36,-56,-58,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-38,-30,-28,-36,-56,-58,-42,-44,-64,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-34,-56,-54,-42,-44,-58,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-34,-56,-54,-44,-68,-58,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-34,-54,-54,-42,-68,-58,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-34,-64,-54,-42,-44,-58,D8:07:B6:6E:4F:80
s-03,-40,-32,-26,-34,-56,-54,-42,-44,-58,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-34,-56,-54,-42,-46,-64,D8:07:B6:6E:4F:80
s-03,-42,-28,-24,-34,-56,-54,-68,-46,-62,D8:07:B6:6E:4F:80
s-03,-42,-28,-28,-34,-56,-54,-44,-46,-62,D8:07:B6:6E:4F:80
s-03,-42,-30,-32,-34,-56,-54,-44,-46,-64,D8:07:B6:6E:4E:F4
s-03,-42,-30,-32,-34,-56,-54,-44,-46,-64,D8:07:B6:6E:4E:F4
s-03,-42,-30,-24,-34,-56,-54,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-30,-54,-54,-44,-46,-56,D8:07:B6:6E:4F:80
s-03,-42,-30,-28,-30,-56,-54,-44,-46,-56,D8:07:B6:6E:4F:80
s-03,-40,-30,-28,-30,-56,-54,-44,-46,-56,D8:07:B6:6E:4F:80
s-03,-38,-30,-28,-30,-56,-54,-44,-46,-56,D8:07:B6:6E:4F:80
s-03,-38,-30,-24,-30,-56,-54,-42,-46,-56,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-38,-56,-54,-42,-46,-56,D8:07:B6:6E:4F:80
s-03,-60,-30,-24,-36,-60,-54,-42,-46,-56,D8:07:B6:6E:4F:80
s-03,-60,-30,-24,-36,-56,-54,-42,-46,-56,D8:07:B6:6E:4F:80
s-03,-60,-30,-24,-36,-56,-54,-42,-46,-56,D8:07:B6:6E:4F:80
s-03,-60,-32,-40,-36,-56,-58,-42,-48,-62,D8:07:B6:6E:4E:F4
s-03,-40,-32,-24,-36,-56,-58,-42,-46,-62,D8:07:B6:6E:4F:80
s-03,-40,-38,-24,-36,-56,-58,-42,-46,-62,D8:07:B6:6E:4F:80
s-03,-40,-38,-24,-36,-56,-58,-42,-68,-66,D8:07:B6:6E:4F:80
s-03,-42,-66,-24,-36,-56,-58,-42,-68,-66,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-54,-58,-42,-72,-62,D8:07:B6:6E:4F:80
s-03,-42,-32,-24,-36,-68,-58,-42,-42,-62,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-34,-56,-58,-42,-46,-62,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-34,-52,-58,-42,-46,-62,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-58,-42,-44,-62,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-58,-44,-46,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-60,-58,-44,-48,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-38,-56,-58,-44,-72,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-58,-44,-72,-60,D8:07:B6:6E:4F:80
s-03,-42,-36,-26,-36,-64,-58,-44,-60,-60,D8:07:B6:6E:4F:80
s-03,-42,-36,-24,-36,-56,-58,-42,-60,-62,D8:07:B6:6E:4F:80
s-03,-42,-36,-24,-36,-68,-58,-44,-60,-62,D8:07:B6:6E:4F:80
s-03,-42,-62,-28,-36,-68,-58,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-42,-62,-38,-36,-56,-58,-44,-46,-60,D8:07:B6:6E:4E:0A
s-03,-42,-32,-28,-36,-56,-58,-44,-46,-60,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-36,-56,-58,-60,-46,-62,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-66,-58,-60,-46,-62,D8:07:B6:6E:4F:80
s-03,-42,-32,-24,-36,-56,-48,-44,-46,-60,D8:07:B6:6E:4F:80
s-03,-42,-32,-26,-34,-56,-48,-44,-46,-60,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-34,-56,-48,-72,-46,-62,D8:07:B6:6E:4F:80
s-03,-40,-30,-28,-36,-62,-48,-72,-46,-66,D8:07:B6:6E:4F:80
s-03,-42,-30,-28,-36,-56,-48,-56,-46,-66,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-56,-48,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-48,-44,-48,-64,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-56,-48,-42,-48,-64,D8:07:B6:6E:4F:80
s-03,-38,-32,-24,-38,-50,-56,-76,-60,-68,D8:07:B6:6E:4F:80
s-03,-40,-32,-26,-38,-50,-56,-44,-48,-68,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-38,-56,-56,-44,-48,-68,D8:07:B6:6E:4F:80
s-03,-42,-32,-26,-38,-56,-56,-44,-48,-68,D8:07:B6:6E:4F:80
s-03,-42,-32,-24,-68,-60,-56,-42,-76,-60,D8:07:B6:6E:4F:80
s-03,-42,-30,-60,-68,-58,-56,-44,-48,-62,D8:07:B6:6E:4E:F4
s-03,-42,-32,-24,-68,-58,-56,-44,-48,-72,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-60,-58,-56,-44,-48,-64,D8:07:B6:6E:4F:80
s-03,-42,-30,-28,-60,-56,-56,-44,-48,-64,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-62,-56,-44,-48,-66,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-60,-56,-44,-48,-62,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-54,-56,-44,-48,-64,D8:07:B6:6E:4F:80
s-03,-38,-30,-24,-36,-56,-56,-44,-48,-64,D8:07:B6:6E:4F:80
s-03,-42,-66,-24,-30,-54,-56,-44,-48,-64,D8:07:B6:6E:4F:80
s-03,-40,-66,-24,-36,-54,-56,-44,-48,-64,D8:07:B6:6E:4F:80
s-03,-40,-66,-24,-36,-76,-56,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-66,-24,-36,-60,-56,-46,-46,-64,D8:07:B6:6E:4F:80
s-03,-40,-30,-26,-36,-54,-60,-44,-48,-64,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-70,-56,-60,-44,-46,-64,D8:07:B6:6E:4F:80
s-03,-42,-56,-24,-36,-66,-58,-42,-48,-70,D8:07:B6:6E:4F:80
s-03,-42,-28,-24,-36,-56,-58,-42,-48,-70,D8:07:B6:6E:4F:80
s-03,-40,-28,-26,-36,-56,-58,-42,-46,-70,D8:07:B6:6E:4F:80
s-03,-40,-30,-22,-34,-56,-58,-44,-60,-68,D8:07:B6:6E:4F:80
s-03,-40,-68,-22,-36,-56,-58,-44,-60,-68,D8:07:B6:6E:4F:80
s-03,-40,-30,-22,-38,-56,-58,-44,-60,-68,D8:07:B6:6E:4F:80
s-03,-40,-32,-24,-38,-56,-58,-44,-46,-68,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-38,-60,-58,-44,-48,-68,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-60,-58,-44,-50,-74,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-36,-60,-58,-44,-46,-74,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-34,-56,-58,-44,-54,-74,D8:07:B6:6E:4F:80
s-03,-40,-36,-24,-34,-56,-58,-44,-48,-68,D8:07:B6:6E:4F:80
s-03,-40,-30,-24,-34,-54,-58,-44,-48,-66,D8:07:B6:6E:4F:80
s-03,-40,-28,-24,-34,-54,-58,-44,-46,-66,D8:07:B6:6E:4F:80
s-03,-40,-28,-24,-34,-54,-58,-44,-46,-68,D8:07:B6:6E:4F:80
s-03,-42,-28,-24,-34,-54,-58,-44,-48,-68,D8:07:B6:6E:4F:80
s-03,-42,-28,-28,-34,-54,-58,-44,-46,-68,D8:07:B6:6E:4F:80
s-03,-42,-32,-28,-34,-56,-58,-44,-46,-68,D8:07:B6:6E:4F:80
s-03,-42,-32,-24,-34,-56,-58,-44,-60,-68,D8:07:B6:6E:4F:80
s-03,-42,-28,-26,-56,-56,-58,-44,-48,-68,D8:07:B6:6E:4F:80
s-03,-42,-28,-24,-36,-76,-58,-44,-48,-66,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-58,-44,-48,-66,D8:07:B6:6E:4F:80
s-03,-42,-30,-26,-36,-56,-58,-44,-48,-68,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-58,-44,-72,-68,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-58,-44,-72,-68,D8:07:B6:6E:4F:80
s-03,-42,-30,-24,-36,-56,-58,-44,-46,-76,D8:07:B6:6E:4F:80
